time,roll_force_duo,roll_force_f1,roll_force_f2,roll_force_f3,roll_force_f4,roll_torque_duo,roll_torque_f1,roll_torque_f2,roll_torque_f3,roll_torque_f4,temp_1,temp_2,temp_3,temp_4,temp_5,temp_6,temp_7,temp_8
2022-10-20T13:03:01.332000,-2.4821809999999997,-5.97809,-6.35631,-4.18198,-2.15009,0.598957,0.0100825,0.0157812,-0.015343,0.0126953,670.0,670.091,669.909,600.087,670.0,600.0,670.091,600.0
2022-10-20T13:03:01.334000,-2.805662,-5.86804,-6.29878,-4.18198,-2.15009,0.631512,0.00964403,0.0122743,-0.0170963,0.0126953,670.0,670.0,670.0,600.087,670.0,600.0,670.0,600.0
2022-10-20T13:03:01.336000,-2.710087,-6.01477,-6.35631,-4.18198,-2.1732,0.605469,0.0105209,0.0135894,-0.0157812,0.0130208,670.0,670.0,670.0,600.087,669.909,600.0,670.091,600.0
2022-10-20T13:03:01.338000,-2.632205,-5.94141,-6.32755,-4.20912,-2.1732,0.605469,0.00920582,0.015343,-0.015343,0.0130208,670.0,670.0,670.0,599.913,669.818,600.0,670.091,600.0
2022-10-20T13:03:01.340000,-2.629637,-5.90472,-6.32755,-4.23628,-2.1732,0.625,0.0100825,0.0149045,-0.0162196,0.0133464,670.0,670.091,670.0,599.826,669.909,600.087,670.0,600.0
2022-10-20T13:03:01.342000,-2.3974589999999996,-5.97809,-6.29878,-4.20912,-2.1732,0.618488,0.00964403,0.014466,-0.0170963,0.0126953,670.0,670.0,670.0,600.0,670.091,600.087,670.091,600.0
2022-10-20T13:03:01.344000,-2.818663,-5.97809,-6.29878,-4.15482,-2.19632,0.598957,0.00920582,0.0162196,-0.0149045,0.0126953,670.0,670.0,670.0,600.0,670.182,600.087,670.0,600.0
2022-10-20T13:03:01.346000,-2.486204,-5.94141,-6.32755,-4.18198,-2.12697,0.618488,0.00876737,0.015343,-0.0162196,0.0136719,670.0,670.0,670.0,600.0,670.091,600.0,669.909,600.0
2022-10-20T13:03:01.348000,-2.417662,-5.97809,-6.32755,-4.20912,-2.1732,0.631512,0.00920582,0.0140278,-0.0166581,0.0136719,670.0,670.0,670.0,600.087,669.909,600.0,670.0,600.0
2022-10-20T13:03:01.350000,-2.489383,-5.94141,-6.29878,-4.18198,-2.12697,0.605469,0.00920582,0.0170963,-0.015343,0.0130208,670.0,670.0,670.0,600.0,669.818,600.0,670.091,600.087
