time,roll_force_duo,roll_force_f1,roll_force_f2,roll_force_f3,roll_force_f4,roll_torque_duo,roll_torque_f1,roll_torque_f2,roll_torque_f3,roll_torque_f4,temp_1,temp_2,temp_3,temp_4,temp_5,temp_6,temp_7,temp_8
2022-10-20T13:03:56.446000,0.32141100000000006,-6.01477,-6.35631,-4.23628,-2.1732,0.625,0.0109591,0.0135894,-0.0170963,0.0130208,670.0,670.091,669.909,599.913,670.0,600.087,670.091,600.0
2022-10-20T13:03:56.448000,0.5684769999999999,-6.01477,-6.32755,-4.23628,-2.19632,0.625,0.00920582,0.0135894,-0.0166581,0.0123699,670.0,669.909,669.909,600.087,670.0,600.0,670.0,600.0
2022-10-20T13:03:56.450000,0.418456,-5.97809,-6.38507,-4.23628,-2.19632,0.566406,0.0105209,0.0135894,-0.015343,0.0133464,670.0,670.182,670.091,600.087,669.909,600.0,670.0,600.0
2022-10-20T13:03:56.452000,0.01342760000000004,-6.05142,-6.35631,-4.2906,-2.1732,0.625,0.00964403,0.0140278,-0.0162196,0.0126953,670.091,670.091,670.091,600.0,669.909,600.0,670.0,600.0
2022-10-20T13:03:56.454000,0.18908640000000004,-5.97809,-6.38507,-4.23628,-2.1732,0.566406,0.00964403,0.0157812,-0.0162196,0.0117188,670.0,670.0,670.0,600.0,669.909,600.0,670.0,600.0
2022-10-20T13:03:56.456000,0.26123,-6.01477,-6.38507,-4.23628,-2.24257,0.592449,0.0100825,0.0135894,-0.0170963,0.0126953,670.091,670.0,670.0,599.913,669.909,600.0,670.091,600.087
2022-10-20T13:03:56.458000,0.26299999999999996,-6.01477,-6.32755,-4.26344,-2.21945,0.63802,0.00964403,0.0149045,-0.0166581,0.0117188,670.0,670.091,669.909,600.0,669.909,600.087,670.0,600.0
2022-10-20T13:03:56.460000,0.26123,-6.05142,-6.38507,-4.20912,-2.21945,0.631512,0.0105209,0.0122743,-0.015343,0.0130208,670.0,670.0,670.0,600.087,670.091,600.087,670.0,600.0
2022-10-20T13:03:56.462000,0.4977975999999999,-5.97809,-6.32755,-4.20912,-2.19632,0.605469,0.00920582,0.015343,-0.0157812,0.0133464,670.0,670.091,670.0,600.087,669.909,600.0,670.091,600.0
2022-10-20T13:03:56.464000,0.4977975999999999,-5.97809,-6.32755,-4.20912,-2.19632,0.605469,0.00920582,0.015343,-0.0157812,0.0133464,670.0,670.091,670.0,600.087,669.909,600.0,670.091,600.0
2022-10-20T13:03:56.466000,0.24932860000000007,-5.94141,-6.29878,-4.2906,-2.21945,0.61198,0.0105209,0.0140278,-0.0170963,0.0126953,670.0,670.091,670.0,600.087,669.909,599.913,670.091,600.0
2022-10-20T13:03:56.468000,0.5692085999999998,-6.01477,-6.32755,-4.20912,-2.19632,0.631512,0.00964403,0.014466,-0.0157812,0.0126953,670.0,670.0,670.0,600.0,669.818,600.0,670.091,600.0
2022-10-20T13:03:56.470000,0.764649,-6.01477,-6.35631,-4.18198,-2.12697,0.605469,0.00920582,0.0131509,-0.0157812,0.0126953,670.091,670.091,670.0,599.913,670.091,600.087,670.182,600.0
2022-10-20T13:03:56.472000,0.620423,-6.01477,-6.35631,-4.23628,-2.12697,0.618488,0.0105209,0.0140278,-0.0162196,0.0126953,670.091,670.091,670.091,600.087,670.182,600.087,670.0,600.0
2022-10-20T13:03:56.474000,0.6261595999999999,-6.01477,-6.35631,-4.23628,-2.1732,0.625,0.0100825,0.0131509,-0.0170963,0.0117188,670.0,670.0,670.0,600.0,670.091,600.0,670.0,600.0
2022-10-20T13:03:56.476000,0.7108765999999999,-6.01477,-6.38507,-4.20912,-2.1732,0.592449,0.00876737,0.0140278,-0.0192883,0.0130208,670.0,670.0,670.0,600.0,669.909,600.0,670.091,600.0
2022-10-20T13:03:56.478000,0.48223959999999993,-5.94141,-6.32755,-4.26344,-2.15009,0.598957,0.0105209,0.0109591,-0.0118361,0.0136719,670.0,670.0,670.0,600.087,669.909,600.087,670.182,600.087
2022-10-20T13:03:56.480000,0.5601811999999999,-5.97809,-6.38507,-4.18198,-2.12697,0.625,0.0100825,0.014466,-0.0179732,0.0133464,670.0,670.091,670.0,600.0,670.182,600.087,670.182,600.0
2022-10-20T13:03:56.482000,0.47619659999999997,-5.97809,-6.29878,-4.20912,-2.15009,0.592449,0.00964403,0.0157812,-0.0157812,0.0123699,670.0,670.091,670.0,600.0,670.0,600.174,670.091,600.0
2022-10-20T13:03:56.484000,0.390991,-5.94141,-6.32755,-4.2906,-2.15009,0.605469,0.0105209,0.0170963,-0.0162196,0.0133464,670.091,670.0,670.0,600.0,670.0,599.913,669.909,599.913
2022-10-20T13:03:56.486000,0.6387941999999999,-5.94141,-6.35631,-4.15482,-2.1732,0.63802,0.0100825,0.0127127,-0.0170963,0.0139973,670.0,670.091,670.0,600.087,670.0,599.913,670.091,600.0
2022-10-20T13:03:56.488000,0.3993535999999999,-5.97809,-6.32755,-4.18198,-2.12697,0.585938,0.00964403,0.0135894,-0.0192883,0.0117188,670.0,670.0,670.0,600.0,669.909,600.0,670.182,600.087
2022-10-20T13:03:56.490000,0.3993535999999999,-5.97809,-6.32755,-4.18198,-2.12697,0.585938,0.00964403,0.0135894,-0.0192883,0.0117188,670.0,670.0,670.0,600.0,669.909,600.0,670.182,600.087
2022-10-20T13:03:56.492000,0.3189086,-6.01477,-6.32755,-4.20912,-2.1732,0.585938,0.0105209,0.0118361,-0.0135894,0.0130208,670.0,670.0,670.0,600.0,670.0,600.0,670.182,600.0
2022-10-20T13:03:56.494000,0.7246052000000001,-6.01477,-6.35631,-4.18198,-2.1732,0.572918,0.00964403,0.0162196,-0.0140278,0.0120442,670.0,670.091,670.0,600.0,670.091,600.0,670.182,600.0
2022-10-20T13:03:56.496000,0.49059959999999997,-6.05142,-6.38507,-4.23628,-2.1732,0.61198,0.0109591,0.015343,-0.0170963,0.0123699,670.0,670.091,670.0,600.0,670.0,600.087,669.909,599.913
2022-10-20T13:03:56.498000,0.2355350000000001,-6.01477,-6.35631,-4.20912,-2.15009,0.63802,0.00920582,0.0118361,-0.015343,0.0123699,670.091,670.091,670.0,600.0,670.0,600.087,670.0,600.0
2022-10-20T13:03:56.500000,0.5608526,-6.01477,-6.27002,-4.23628,-2.19632,0.61198,0.00832891,0.0113976,-0.0162196,0.0126953,670.091,670.0,670.0,600.0,670.0,600.087,670.273,600.087
