time,roll_force_duo,roll_force_f1,roll_force_f2,roll_force_f3,roll_force_f4,roll_torque_duo,roll_torque_f1,roll_torque_f2,roll_torque_f3,roll_torque_f4,temp_1,temp_2,temp_3,temp_4,temp_5,temp_6,temp_7,temp_8
2022-10-20T10:46:47.408000,2.4097239999999998,-0.0733643,0.0,0.0271606,-0.0231171,0.618488,0.0122743,0.015343,-0.0157812,0.0139973,670.091,670.0,670.091,600.0,669.909,600.087,670.0,599.826
2022-10-20T10:46:47.410000,2.5056716,-0.110016,-0.0287628,-0.0271606,-0.0462341,0.625,0.00920582,0.0157812,-0.0162196,0.0117188,670.091,670.091,670.0,600.0,669.909,600.0,670.091,599.913
2022-10-20T10:46:47.412000,2.494442,-0.110016,-0.0287628,-0.0271606,-0.0231171,0.63802,0.0122743,0.0135894,-0.0149045,0.014323,670.182,670.182,670.0,600.0,669.909,600.0,670.091,599.913
2022-10-20T10:46:47.414000,2.252502,-0.146698,0.0,-0.0271606,-0.0231171,0.625,0.0127127,0.015343,-0.0149045,0.0136719,670.182,670.0,670.0,600.0,670.0,600.087,670.091,600.347
2022-10-20T10:46:47.416000,2.0249636,-0.146698,0.0287628,-0.0271606,-0.0693512,0.572918,0.00920582,0.0149045,-0.0162196,0.0126953,670.182,670.0,669.909,600.0,670.0,600.0,670.091,600.0
2022-10-20T10:46:47.418000,2.182918,-0.18338,0.0,-0.054306,0.0,0.61198,0.0127127,0.0157812,-0.0140278,0.0133464,670.182,670.0,669.909,600.0,670.0,600.0,670.0,600.087
2022-10-20T10:46:47.420000,2.16919,-0.146698,-0.0287628,-0.054306,-0.0462341,0.618488,0.00964403,0.014466,-0.0149045,0.0136719,670.091,670.0,670.0,600.0,669.909,600.0,670.091,600.0
2022-10-20T10:46:47.422000,2.4162616,-0.0733643,0.0287628,0.0271606,-0.0231171,0.605469,0.00920582,0.0149045,-0.015343,0.0120442,669.909,670.0,670.0,600.0,670.0,600.0,670.0,600.087
2022-10-20T10:46:47.424000,2.24707,-0.110016,0.0,0.0271606,0.0231171,0.605469,0.0122743,0.015343,-0.015343,0.0117188,669.909,670.182,670.091,600.0,669.909,600.0,670.091,600.0
2022-10-20T10:46:47.426000,2.4097239999999998,-0.146698,0.0,0.0,-0.0231171,0.579426,0.0113976,0.0157812,-0.015343,0.0126953,670.0,670.182,670.091,600.0,669.909,600.0,670.091,600.087
2022-10-20T10:46:47.428000,2.5468129999999998,-0.146698,0.0,0.0,0.0,0.63802,0.0122743,0.0140278,-0.0162196,0.0113933,670.365,670.182,670.0,599.913,669.909,600.0,670.091,600.0
2022-10-20T10:46:47.430000,2.325679,-0.0733643,-0.0287628,-0.0271606,0.0,0.631512,0.0113976,0.0157812,-0.015343,0.0123699,670.0,670.182,670.0,599.913,670.0,600.0,670.091,600.0
2022-10-20T10:46:47.432000,1.9283446,-0.146698,0.0,-0.0271606,-0.0231171,0.592449,0.0100825,0.0149045,-0.0162196,0.0110676,670.091,670.182,670.0,600.0,670.0,600.087,670.0,600.087
2022-10-20T10:46:47.434000,2.3376416,-0.146698,0.0,-0.0271606,-0.0231171,0.61198,0.0113976,0.0149045,-0.0149045,0.0126953,670.091,670.0,669.909,600.0,670.0,600.0,670.0,600.0
2022-10-20T10:46:47.436000,2.4930375999999996,-0.110016,-0.0287628,-0.0271606,-0.0462341,0.618488,0.0109591,0.0140278,-0.015343,0.0117188,670.0,670.0,669.909,600.0,670.0,600.087,670.0,600.0
2022-10-20T10:46:47.438000,3.3200679999999996,0.0,0.0,0.0,0.0,0.63802,0.0109591,0.0135894,-0.0157812,0.0113933,670.091,670.0,670.0,600.087,670.0,600.0,670.091,600.0
2022-10-20T10:46:47.440000,3.3200679999999996,0.0,0.0,0.0,0.0,0.63802,0.0109591,0.0135894,-0.0157812,0.0113933,670.091,670.0,670.0,600.087,670.0,600.0,670.091,600.0
2022-10-20T10:46:47.442000,3.1793829999999996,-0.110016,0.0287628,0.0,-0.0462341,0.657551,0.0109591,0.0157812,-0.0157812,0.0133464,670.0,670.182,670.091,600.087,670.0,600.0,670.091,600.0
2022-10-20T10:46:47.444000,3.041264,-0.0366821,0.0287628,0.0271606,0.0,0.631512,0.0118361,0.0149045,-0.0149045,0.0133464,670.091,670.091,670.182,600.087,670.0,600.0,670.091,600.087
2022-10-20T10:46:47.446000,2.789921,-0.0366821,0.0287628,0.0,0.0,0.625,0.0105209,0.0135894,-0.0157812,0.0117188,670.0,670.091,670.091,600.087,669.909,600.0,670.091,600.0
2022-10-20T10:46:47.448000,2.793452,-0.0733643,0.0575256,0.0271606,-0.0462341,0.631512,0.0105209,0.0175347,-0.0131509,0.014323,670.0,670.091,670.091,599.913,669.909,600.0,670.091,600.0
2022-10-20T10:46:47.450000,2.390625,-0.0366821,0.0,0.0,0.0231171,0.644531,0.0109591,0.015343,-0.0149045,0.014323,670.091,670.091,670.0,600.0,670.0,600.087,670.091,600.0
2022-10-20T10:46:47.452000,2.782712,-0.110016,0.0,0.0,0.0,0.63802,0.0100825,0.0157812,-0.014466,0.0117188,670.091,670.091,669.909,600.0,670.0,600.087,670.0,600.087
2022-10-20T10:46:47.454000,2.7079419999999996,-0.146698,0.0,0.0,-0.0231171,0.579426,0.0109591,0.0175347,-0.0157812,0.0120442,670.0,670.091,670.0,600.0,670.091,600.087,670.091,600.0
2022-10-20T10:46:47.456000,2.397823,-0.0733643,0.0,0.0,0.0231171,0.61198,0.00964403,0.0140278,-0.0157812,0.0117188,670.0,670.182,670.273,600.087,670.0,600.0,670.091,600.0
2022-10-20T10:46:47.458000,2.799929,-0.110016,0.0,0.0,0.0462341,0.618488,0.0105209,0.0140278,-0.015343,0.0113933,670.091,670.0,670.0,600.087,670.0,600.0,670.091,600.0
2022-10-20T10:46:47.460000,2.799929,-0.110016,0.0,0.0,0.0462341,0.618488,0.0105209,0.0140278,-0.015343,0.0113933,670.091,670.0,670.0,600.087,670.0,600.0,670.091,600.0
2022-10-20T10:46:47.462000,2.6888419999999997,-0.146698,0.0287628,0.0,-0.0231171,0.61198,0.0109591,0.0149045,-0.015343,0.0120442,670.0,670.091,670.091,600.087,669.909,600.0,670.091,600.0
2022-10-20T10:46:47.464000,2.861332,-0.0733643,0.0,0.0,0.0,0.605469,0.0122743,0.0135894,-0.0162196,0.0123699,670.0,670.091,670.0,600.0,669.909,600.0,670.091,600.0
2022-10-20T10:46:47.466000,2.72241,-0.0733643,0.0287628,0.054306,0.0,0.618488,0.0113976,0.0166581,-0.014466,0.0126953,670.0,670.0,670.0,599.913,670.0,600.087,670.091,600.0
2022-10-20T10:46:47.468000,2.8082290000000003,-0.0733643,0.0,0.0,0.0,0.61198,0.0109591,0.0157812,-0.0157812,0.0130208,670.0,670.0,670.0,600.0,670.091,600.087,670.091,600.0
2022-10-20T10:46:47.470000,2.404299,-0.0733643,0.0,0.0,0.0,0.61198,0.0109591,0.015343,-0.014466,0.0123699,670.0,670.0,670.0,600.087,670.091,600.0,670.091,600.0
2022-10-20T10:46:47.472000,2.650999,-0.146698,0.0575256,0.0,-0.0231171,0.61198,0.0105209,0.0135894,-0.0149045,0.0133464,670.0,670.0,670.0,600.0,670.091,600.087,670.0,600.0
2022-10-20T10:46:47.474000,2.4757100000000003,-0.146698,0.0287628,0.0,-0.0462341,0.61198,0.0105209,0.015343,-0.015343,0.0123699,670.091,670.0,670.091,600.0,670.0,600.0,670.0,600.0
2022-10-20T10:46:47.476000,2.5687880000000005,-0.0733643,0.0,0.0,0.0,0.61198,0.00920582,0.0135894,-0.014466,0.0117188,670.0,670.0,670.091,600.0,670.0,600.0,670.091,600.0
2022-10-20T10:46:47.478000,2.2597039999999997,-0.146698,0.0,0.0,-0.0231171,0.585938,0.0127127,0.0157812,-0.0157812,0.0133464,670.0,670.0,670.0,600.0,669.909,599.913,670.0,600.0
2022-10-20T10:46:47.480000,2.481868,-0.0733643,0.0,0.0271606,0.0,0.644531,0.0105209,0.015343,-0.0149045,0.0117188,670.0,670.0,670.0,600.0,669.818,600.0,670.091,600.087
2022-10-20T10:46:47.482000,2.625422,-0.110016,0.0,0.0,0.0,0.631512,0.00964403,0.0166581,-0.0157812,0.014323,670.0,670.0,670.0,600.0,669.818,600.087,670.091,600.0
2022-10-20T10:46:47.484000,2.79272,-0.110016,0.0,0.0271606,0.0,0.605469,0.0105209,0.0157812,-0.0149045,0.0126953,670.0,670.0,670.091,600.0,670.0,600.174,670.182,600.0
2022-10-20T10:46:47.486000,2.481135,-0.0733643,0.0287628,-0.0271606,-0.0462341,0.598957,0.0122743,0.015343,-0.015343,0.0110676,670.0,670.0,670.0,600.0,670.091,600.174,670.0,600.0
2022-10-20T10:46:47.488000,2.481135,-0.0733643,0.0287628,-0.0271606,-0.0462341,0.598957,0.0122743,0.015343,-0.015343,0.0110676,670.0,670.0,670.0,600.0,670.091,600.174,670.0,600.0
2022-10-20T10:46:47.490000,2.6365309999999997,-0.110016,0.0,-0.0271606,-0.0231171,0.625,0.0105209,0.0157812,-0.0157812,0.0126953,670.0,670.0,670.0,600.0,670.0,600.087,670.0,599.913
2022-10-20T10:46:47.492000,2.4108866,-0.110016,0.0,0.0,0.0,0.592449,0.0109591,0.0166581,-0.015343,0.0110676,670.0,670.0,670.0,600.087,670.0,600.0,669.909,599.913
