index,start,end,mid,roll_force,roll_torque,out_temperature,in_temperature
R1,2022-10-20 13:26:55.310,2022-10-20 13:26:55.910,2022-10-20 13:26:55.610,263.95588,6.4075500000000005,1107.08,
R2,2022-10-20 13:27:02.280,2022-10-20 13:27:03.050,2022-10-20 13:27:02.665,109.31891999999999,4.5703119999999995,1132.602,
R3,2022-10-20 13:27:06.930,2022-10-20 13:27:08.000,2022-10-20 13:27:07.465,271.47018,5.391590000000001,1089.36,
R4,2022-10-20 13:27:12.630,2022-10-20 13:27:14.030,2022-10-20 13:27:13.330,89.0383,3.705079,1125.144,
R5,2022-10-20 13:27:20.460,2022-10-20 13:27:22.270,2022-10-20 13:27:21.365,188.8417,3.072591,1036.04,
R6,2022-10-20 13:27:29.870,2022-10-20 13:27:32.090,2022-10-20 13:27:30.980,77.094088,2.671875,997.1222,
F1,2022-10-20 13:27:38.760,2022-10-20 13:27:39.180,2022-10-20 13:27:38.970,96.45617999999999,0.917899,937.6404,904.8612
F2,2022-10-20 13:27:38.900,2022-10-20 13:27:39.320,2022-10-20 13:27:39.110,102.7592,0.948891,914.3922,935.4534
F3,2022-10-20 13:27:39.000,2022-10-20 13:27:39.430,2022-10-20 13:27:39.215,130.65389999999996,0.9605524999999999,1038.066,909.2185999999999
F4,2022-10-20 13:27:39.090,2022-10-20 13:27:39.520,2022-10-20 13:27:39.305,79.18561,0.657438,1045.313,1035.859
