index,start,end,mid,roll_force,roll_torque,out_temperature
R1,2022-10-20 13:51:12.280,2022-10-20 13:51:12.710,2022-10-20 13:51:12.495,276.76531,9.59407,1175.0220000000002
R2,2022-10-20 13:51:19.150,2022-10-20 13:51:19.700,2022-10-20 13:51:19.425,201.15433,7.997400000000001,1158.1619999999998
R3,2022-10-20 13:51:23.870,2022-10-20 13:51:24.260,2022-10-20 13:51:24.065,355.70428000000004,10.338545,1122.9940000000001
R4,2022-10-20 13:51:29.630,2022-10-20 13:51:30.120,2022-10-20 13:51:29.875,181.92242,7.6914,1156.406
