index,start,end,mid,roll_force,roll_torque,out_temperature,in_temperature
R1,2022-10-20 13:34:06.640,2022-10-20 13:34:07.260,2022-10-20 13:34:06.950,262.52583999999996,12.457040000000001,1102.266,
R2,2022-10-20 13:34:11.840,2022-10-20 13:34:12.650,2022-10-20 13:34:12.245,108.78508000000001,8.866537000000001,1140.914,
R3,2022-10-20 13:34:16.310,2022-10-20 13:34:17.460,2022-10-20 13:34:16.885,270.30629,10.450510000000001,1098.182,
R4,2022-10-20 13:34:21.910,2022-10-20 13:34:23.420,2022-10-20 13:34:22.665,86.51745,7.184895,1134.95,
R5,2022-10-20 13:34:27.700,2022-10-20 13:34:29.650,2022-10-20 13:34:28.675,174.03467,5.592449,1063.402,
R6,2022-10-20 13:34:35.260,2022-10-20 13:34:37.620,2022-10-20 13:34:36.440,67.61937,4.9635419999999995,1041.24,
F1,2022-10-20 13:34:44.700,2022-10-20 13:34:45.150,2022-10-20 13:34:44.925,97.7398,1.6597060000000001,960.4636,936.8316
F2,2022-10-20 13:34:44.830,2022-10-20 13:34:45.280,2022-10-20 13:34:45.055,96.84021,1.6635619999999998,961.9446,954.2564
F3,2022-10-20 13:34:44.930,2022-10-20 13:34:45.390,2022-10-20 13:34:45.160,128.9296,1.918824,1030.6349999999998,961.9446
F4,2022-10-20 13:34:45.030,2022-10-20 13:34:45.470,2022-10-20 13:34:45.250,76.83442,1.2618500000000001,1037.376,1014.2940000000001
