index,start,end,mid,roll_force,roll_torque,out_temperature,in_temperature
R1,2022-10-07 10:33:37.030,2022-10-07 10:33:37.390,2022-10-07 10:33:37.210,154.05892,11.339839999999999,,
R2,2022-10-07 10:33:43.490,2022-10-07 10:33:43.970,2022-10-07 10:33:43.730,112.01042,10.55338,1197.9360000000001,
R3,2022-10-07 10:33:54.360,2022-10-07 10:33:54.740,2022-10-07 10:33:54.550,206.86794,13.148439999999999,1136.976,
R4,2022-10-07 10:34:02.920,2022-10-07 10:34:03.370,2022-10-07 10:34:03.145,109.00013,9.794266999999998,1147.096,
R5,2022-10-07 10:34:08.690,2022-10-07 10:34:09.330,2022-10-07 10:34:09.010,153.40534,7.847656000000001,1111.914,
R6,2022-10-07 10:34:14.020,2022-10-07 10:34:14.810,2022-10-07 10:34:14.415,68.1223,5.957031,1091.532,
R7,2022-10-07 10:34:19.290,2022-10-07 10:34:20.410,2022-10-07 10:34:19.850,171.86174,7.153646,1050.99,
R8,2022-10-07 10:34:28.020,2022-10-07 10:34:29.470,2022-10-07 10:34:28.745,59.97582200000001,5.276693999999999,1020.7120000000001,
R9,2022-10-07 10:34:33.830,2022-10-07 10:34:35.630,2022-10-07 10:34:34.730,96.95658,3.2942720000000003,,
R10,2022-10-07 10:35:05.210,2022-10-07 10:35:07.400,2022-10-07 10:35:06.305,68.52794700000001,4.482422,,
F1,2022-10-07 10:35:18.890,2022-10-07 10:35:19.280,2022-10-07 10:35:19.085,121.6815,1.497069,,
F2,2022-10-07 10:35:19.010,2022-10-07 10:35:19.390,2022-10-07 10:35:19.200,118.80820000000001,1.854824,,
F3,2022-10-07 10:35:19.110,2022-10-07 10:35:19.500,2022-10-07 10:35:19.305,133.5083,1.84382,,
F4,2022-10-07 10:35:19.200,2022-10-07 10:35:19.580,2022-10-07 10:35:19.390,102.5894,1.208856,,
