index,start,end,mid,roll_force,roll_torque,out_temperature
R1,2022-10-20 13:04:53.770,2022-10-20 13:04:54.180,2022-10-20 13:04:53.975,281.36754999999994,9.55469,1173.274
R2,2022-10-20 13:05:00.490,2022-10-20 13:05:01.000,2022-10-20 13:05:00.745,193.31343,7.731455,1149.392
R3,2022-10-20 13:05:04.750,2022-10-20 13:05:05.110,2022-10-20 13:05:04.930,356.02776,10.430330000000001,1148.59
R4,2022-10-20 13:05:10.950,2022-10-20 13:05:11.400,2022-10-20 13:05:11.175,187.24491999999998,7.796875,1172.76
