index,start,end,mid,roll_force,roll_torque,out_temperature,in_temperature
R1,2022-09-26 11:45:16.380,2022-09-26 11:45:16.650,2022-09-26 11:45:16.515,174.18781,12.20116,1096.614,
R2,2022-09-26 11:45:23.190,2022-09-26 11:45:23.550,2022-09-26 11:45:23.370,153.94008000000002,12.492180000000001,1130.452,
R3,2022-09-26 11:45:27.200,2022-09-26 11:45:27.450,2022-09-26 11:45:27.325,250.68063,14.722,1088.16,
R4,2022-09-26 11:45:31.250,2022-09-26 11:45:31.580,2022-09-26 11:45:31.415,119.19683,10.752600000000001,1106.112,
R5,2022-09-26 11:45:35.500,2022-09-26 11:45:35.940,2022-09-26 11:45:35.720,175.33188,8.502604,1088.982,
R6,2022-09-26 11:45:40.350,2022-09-26 11:45:40.920,2022-09-26 11:45:40.635,69.24539000000001,6.065105000000001,1083.034,
R7,2022-09-26 11:45:44.370,2022-09-26 11:45:45.190,2022-09-26 11:45:44.780,177.55646,7.417968,1057.062,
R8,2022-09-26 11:45:49.360,2022-09-26 11:45:50.430,2022-09-26 11:45:49.895,57.39147,5.1471350000000005,1044.7720000000002,
R9,2022-09-26 11:45:54.740,2022-09-26 11:45:56.040,2022-09-26 11:45:55.390,90.93366,3.154946,999.8752000000001,
R10,2022-09-26 11:45:58.930,2022-09-26 11:46:00.530,2022-09-26 11:45:59.730,39.76222,3.402342,983.9792,
F1,2022-09-26 11:46:07.370,2022-09-26 11:46:08.080,2022-09-26 11:46:07.725,63.43738,0.9490225000000001,930.1482,903.9063
F2,2022-09-26 11:46:07.670,2022-09-26 11:46:08.090,2022-09-26 11:46:07.880,68.19946,1.170442,931.8576,930.0938
F3,2022-09-26 11:46:07.910,2022-09-26 11:46:08.580,2022-09-26 11:46:08.245,77.42081,1.4587150000000002,952.9352000000001,938.9756
F4,2022-09-26 11:46:08.100,2022-09-26 11:46:08.750,2022-09-26 11:46:08.425,59.07652,0.7289714,968.3334000000001,948.5417
