index,start,end,mid,roll_force,roll_torque,out_temperature
R1,2022-10-20 13:50:23.910,2022-10-20 13:50:24.350,2022-10-20 13:50:24.130,298.35014,9.804680000000001,1171.868
R2,2022-10-20 13:50:30.640,2022-10-20 13:50:31.220,2022-10-20 13:50:30.930,222.1598,8.77864,1144.5439999999999
R3,2022-10-20 13:50:34.940,2022-10-20 13:50:35.340,2022-10-20 13:50:35.140,358.034,10.52083,1121.208
R4,2022-10-20 13:50:39.940,2022-10-20 13:50:40.450,2022-10-20 13:50:40.195,182.56731,7.7740849999999995,1156.9
