index,start,end,mid,roll_force,roll_torque,out_temperature,in_temperature
R1,2022-09-26 11:29:46.020,2022-09-26 11:29:46.290,2022-09-26 11:29:46.155,180.01902,6.1780550000000005,1084.3139999999999,
R2,2022-09-26 11:29:53.550,2022-09-26 11:29:53.910,2022-09-26 11:29:53.730,158.87294000000003,6.47527,1127.262,
R3,2022-09-26 11:29:57.640,2022-09-26 11:29:57.890,2022-09-26 11:29:57.765,262.77465,7.707034999999999,1084.952,
R4,2022-09-26 11:30:01.620,2022-09-26 11:30:01.960,2022-09-26 11:30:01.790,128.81232,5.6542900000000005,1118.6380000000001,
R5,2022-09-26 11:30:06.820,2022-09-26 11:30:07.280,2022-09-26 11:30:07.050,179.27033999999998,4.485677,1080.998,
R6,2022-09-26 11:30:11.410,2022-09-26 11:30:11.990,2022-09-26 11:30:11.700,76.46470000000001,3.2096360000000006,1085.864,
R7,2022-09-26 11:30:15.550,2022-09-26 11:30:16.360,2022-09-26 11:30:15.955,188.72724,3.8515625,1049.02,
R8,2022-09-26 11:30:20.640,2022-09-26 11:30:21.690,2022-09-26 11:30:21.165,57.963744000000005,2.668945,1037.8619999999999,
R9,2022-09-26 11:30:25.980,2022-09-26 11:30:27.290,2022-09-26 11:30:26.635,90.89834,1.6302085,993.6406,
R10,2022-09-26 11:30:31.120,2022-09-26 11:30:32.720,2022-09-26 11:30:31.920,43.4703958,1.757812,978.9296,
F1,2022-09-26 11:30:39.690,2022-09-26 11:30:40.410,2022-09-26 11:30:40.050,60.58032000000001,0.4946105,921.1524999999999,903.8716
F2,2022-09-26 11:30:39.990,2022-09-26 11:30:40.430,2022-09-26 11:30:40.210,65.30604,0.6248060000000001,931.9446,921.1797999999999
F3,2022-09-26 11:30:40.240,2022-09-26 11:30:40.900,2022-09-26 11:30:40.570,72.42962,0.763111,934.3047999999999,933.4114
F4,2022-09-26 11:30:40.430,2022-09-26 11:30:41.070,2022-09-26 11:30:40.750,54.750919999999994,0.38193350000000004,962.6218000000001,933.7760000000001
