index,start,end,mid,roll_force,roll_torque,out_temperature,in_temperature
R1,2022-10-06 13:24:27.980,2022-10-06 13:24:28.320,2022-10-06 13:24:28.150,148.34757999999997,10.7526,,
R2,2022-10-06 13:24:37.910,2022-10-06 13:24:38.380,2022-10-06 13:24:38.145,123.2734,11.214839999999999,1205.426,
R3,2022-10-06 13:24:42.870,2022-10-06 13:24:43.220,2022-10-06 13:24:43.045,169.25155999999998,11.005870000000002,1160.964,
R4,2022-10-06 13:24:54.110,2022-10-06 13:24:54.570,2022-10-06 13:24:54.340,100.70096,8.921873999999999,1100.9379999999999,
R5,2022-10-06 13:25:00.390,2022-10-06 13:25:01.010,2022-10-06 13:25:00.700,73.24261322,7.64323,1094.5059999999999,
R6,2022-10-06 13:25:07.410,2022-10-06 13:25:08.190,2022-10-06 13:25:07.800,69.40132,5.884116000000001,1081.304,
R7,2022-10-06 13:25:13.310,2022-10-06 13:25:14.400,2022-10-06 13:25:13.855,178.06281,7.345702,1029.408,
R8,2022-10-06 13:25:21.220,2022-10-06 13:25:22.640,2022-10-06 13:25:21.930,59.843107999999994,5.352868,1016.8279999999999,
R9,2022-10-06 13:25:27.670,2022-10-06 13:25:29.420,2022-10-06 13:25:28.545,94.382486,3.3658859999999997,919.5301000000001,
R10,2022-10-06 13:25:41.500,2022-10-06 13:25:43.600,2022-10-06 13:25:42.550,57.089338,3.9114599999999995,892.7968000000001,
F1,2022-10-06 13:25:54.960,2022-10-06 13:25:55.340,2022-10-06 13:25:55.150,117.4564,1.386208,,
F2,2022-10-06 13:25:55.090,2022-10-06 13:25:55.450,2022-10-06 13:25:55.270,109.66199999999999,1.460554,850.8508,
F3,2022-10-06 13:25:55.180,2022-10-06 13:25:55.550,2022-10-06 13:25:55.365,122.5455,1.7526380000000001,883.5458,851.0244
F4,2022-10-06 13:25:55.260,2022-10-06 13:25:55.630,2022-10-06 13:25:55.445,91.55671999999998,1.1262693000000001,893.8543,883.491
