index,start,end,mid,roll_force,roll_torque,out_temperature,in_temperature
R1,2022-10-20 11:10:57.890,2022-10-20 11:10:58.470,2022-10-20 11:10:58.180,269.73346000000004,6.4121,1099.786,
R2,2022-10-20 11:11:03.710,2022-10-20 11:11:04.470,2022-10-20 11:11:04.090,111.62722,4.575521,1117.36,
R3,2022-10-20 11:11:08.130,2022-10-20 11:11:09.180,2022-10-20 11:11:08.655,271.57975,5.488285,1086.134,
R4,2022-10-20 11:11:13.140,2022-10-20 11:11:14.540,2022-10-20 11:11:13.840,88.05878,3.649088,1127.992,
R5,2022-10-20 11:11:18.560,2022-10-20 11:11:20.360,2022-10-20 11:11:19.460,168.87906,2.7851559999999997,1066.102,
R6,2022-10-20 11:11:27.120,2022-10-20 11:11:29.340,2022-10-20 11:11:28.230,70.815048,2.53776,1021.5139999999999,
F1,2022-10-20 11:11:37.050,2022-10-20 11:11:37.470,2022-10-20 11:11:37.260,105.66900000000001,0.803792,948.3776,890.6941999999999
F2,2022-10-20 11:11:37.180,2022-10-20 11:11:37.600,2022-10-20 11:11:37.390,106.96979999999999,0.9133850000000001,937.882,947.5391999999999
F3,2022-10-20 11:11:37.290,2022-10-20 11:11:37.710,2022-10-20 11:11:37.500,138.885,0.992421,1032.25,937.1181000000001
F4,2022-10-20 11:11:37.380,2022-10-20 11:11:37.800,2022-10-20 11:11:37.590,85.57808,0.64349,928.3245,1030.39
