index,start,end,mid,roll_force,roll_torque,out_temperature
R1,2022-10-20 10:47:00.630,2022-10-20 10:47:01.040,2022-10-20 10:47:00.835,287.76609,10.012694999999999,1167.642
R2,2022-10-20 10:47:07.700,2022-10-20 10:47:08.210,2022-10-20 10:47:07.955,194.05925000000002,7.607094999999999,1144.852
R3,2022-10-20 10:47:12.520,2022-10-20 10:47:12.890,2022-10-20 10:47:12.705,369.64347999999995,10.5166,1143.52
R4,2022-10-20 10:47:17.930,2022-10-20 10:47:18.390,2022-10-20 10:47:18.160,184.63414,7.68229,1171.596
