index,start,end,mid,roll_force,roll_torque,out_temperature
R1,2022-10-20 13:02:22.550,2022-10-20 13:02:22.960,2022-10-20 13:02:22.755,285.74123,9.9795,1177.042
R2,2022-10-20 13:02:29.640,2022-10-20 13:02:30.140,2022-10-20 13:02:29.890,186.55034,7.5143200000000006,1148.682
R3,2022-10-20 13:02:33.700,2022-10-20 13:02:34.060,2022-10-20 13:02:33.880,356.35876,10.298829999999999,1143.012
R4,2022-10-20 13:02:39.010,2022-10-20 13:02:39.480,2022-10-20 13:02:39.245,182.69326,7.74967,1176.078
