index,start,end,mid,roll_force,roll_torque,out_temperature,in_temperature
R1,2022-10-06 15:02:07.830,2022-10-06 15:02:08.200,2022-10-06 15:02:08.015,145.51994000000002,5.42318,926.4296,
R2,2022-10-06 15:02:14.090,2022-10-06 15:02:14.600,2022-10-06 15:02:14.345,117.46459,5.438485,1214.978,
R3,2022-10-06 15:02:19.710,2022-10-06 15:02:20.110,2022-10-06 15:02:19.910,153.63976,5.194661,1171.174,
R4,2022-10-06 15:02:26.270,2022-10-06 15:02:26.760,2022-10-06 15:02:26.515,85.92244,3.957682,1179.598,
R5,2022-10-06 15:02:32.680,2022-10-06 15:02:33.340,2022-10-06 15:02:33.010,136.27054,3.360678,1120.478,
R6,2022-10-06 15:02:39.020,2022-10-06 15:02:39.880,2022-10-06 15:02:39.450,58.707291999999995,2.689453,1117.782,
R7,2022-10-06 15:02:44.310,2022-10-06 15:02:45.480,2022-10-06 15:02:44.895,163.06096000000002,3.3274735,1067.066,
R8,2022-10-06 15:02:50.760,2022-10-06 15:02:52.300,2022-10-06 15:02:51.530,51.466526,2.452473,1049.548,
R9,2022-10-06 15:02:58.340,2022-10-06 15:03:00.240,2022-10-06 15:02:59.290,89.69452,1.48112,,
R10,2022-10-06 15:03:05.110,2022-10-06 15:03:07.430,2022-10-06 15:03:06.270,41.030324,1.716798,963.289,
F1,2022-10-06 15:03:17.790,2022-10-06 15:03:18.020,2022-10-06 15:03:17.905,96.67257000000001,0.6365755,864.4869999999999,859.9304999999999
F2,2022-10-06 15:03:17.910,2022-10-06 15:03:18.230,2022-10-06 15:03:18.070,90.087,0.59504,887.1441000000001,881.3124
F3,2022-10-06 15:03:18.010,2022-10-06 15:03:18.390,2022-10-06 15:03:18.200,101.71979999999999,0.8370200000000001,924.5336,887.2569
F4,2022-10-06 15:03:18.090,2022-10-06 15:03:18.480,2022-10-06 15:03:18.285,77.15805999999999,0.4971025,944.6874,924.4152
