index,start,end,mid,roll_force,roll_torque,out_temperature,in_temperature
R1,2022-10-20 14:09:37.910,2022-10-20 14:09:38.580,2022-10-20 14:09:38.245,250.73802000000003,12.14388,1111.112,
R2,2022-10-20 14:09:42.660,2022-10-20 14:09:43.510,2022-10-20 14:09:43.085,101.49331000000001,8.667318,1141.15,
R3,2022-10-20 14:09:46.510,2022-10-20 14:09:47.670,2022-10-20 14:09:47.090,252.32507999999999,10.152364,1093.866,
R4,2022-10-20 14:09:51.950,2022-10-20 14:09:53.510,2022-10-20 14:09:52.730,81.31304,6.970052,1129.192,
R5,2022-10-20 14:09:56.950,2022-10-20 14:09:58.930,2022-10-20 14:09:57.940,163.22482,5.539064,977.8722,
R6,2022-10-20 14:10:05.150,2022-10-20 14:10:07.610,2022-10-20 14:10:06.380,64.7802,4.865886,1026.874,
F1,2022-10-20 14:10:15.250,2022-10-20 14:10:15.720,2022-10-20 14:10:15.485,88.94505,1.611352,944.4766,901.493
F2,2022-10-20 14:10:15.380,2022-10-20 14:10:15.840,2022-10-20 14:10:15.610,91.39277999999999,1.6136320000000002,928.8889999999999,944.3308000000001
F3,2022-10-20 14:10:15.490,2022-10-20 14:10:15.950,2022-10-20 14:10:15.720,121.4564,1.900764,1018.96,929.1841
F4,2022-10-20 14:10:15.580,2022-10-20 14:10:16.040,2022-10-20 14:10:15.810,68.50684,1.2507139999999999,1013.402,1015.116
