index,start,end,mid,roll_force,roll_torque,out_temperature,in_temperature
R1,2022-09-26 11:42:02.570,2022-09-26 11:42:02.830,2022-09-26 11:42:02.700,173.95694,6.06771,1091.368,
R2,2022-09-26 11:42:09.380,2022-09-26 11:42:09.740,2022-09-26 11:42:09.560,154.02248,6.298170000000001,1125.1439999999998,
R3,2022-09-26 11:42:13.670,2022-09-26 11:42:13.930,2022-09-26 11:42:13.800,269.31374,7.6211,,
R4,2022-09-26 11:42:17.780,2022-09-26 11:42:18.090,2022-09-26 11:42:17.935,126.18672,5.56445,1118.854,
R5,2022-09-26 11:42:22.470,2022-09-26 11:42:22.900,2022-09-26 11:42:22.685,176.57287,4.3932295,1081.196,
R6,2022-09-26 11:42:27.250,2022-09-26 11:42:27.820,2022-09-26 11:42:27.535,73.4291,3.1751300000000002,1080.794,
R7,2022-09-26 11:42:30.910,2022-09-26 11:42:31.680,2022-09-26 11:42:31.295,188.70163000000002,3.8776040000000003,1045.978,
R8,2022-09-26 11:42:35.980,2022-09-26 11:42:37.030,2022-09-26 11:42:36.505,58.455149,2.6608075,1039.78,
R9,2022-09-26 11:42:41.440,2022-09-26 11:42:42.740,2022-09-26 11:42:42.090,90.539526,1.633463,905.3206,
R10,2022-09-26 11:42:45.790,2022-09-26 11:42:47.340,2022-09-26 11:42:46.565,41.6920875,1.737956,978.0183999999999,
F1,2022-09-26 11:42:55.820,2022-09-26 11:42:56.520,2022-09-26 11:42:56.170,60.91044000000001,0.4884733,920.0676000000001,893.8976
F2,2022-09-26 11:42:56.120,2022-09-26 11:42:56.800,2022-09-26 11:42:56.460,65.26576,0.5781189999999999,919.5662,914.2346
F3,2022-09-26 11:42:56.370,2022-09-26 11:42:57.020,2022-09-26 11:42:56.695,74.77585,0.7633085,941.3865000000001,921.9009
F4,2022-09-26 11:42:56.560,2022-09-26 11:42:57.190,2022-09-26 11:42:56.875,56.89175,0.3860189,958.8455000000001,941.0041000000001
