index,start,end,mid,roll_force,roll_torque,in_temperature,out_temperature
R1,2023-04-25 14:22:21.130,2023-04-25 14:22:21.600,2023-04-25 14:22:21.365,194.65298739999997,14.2513012,1163.812,1165.6680000000001
R2,2023-04-25 14:22:26.930,2023-04-25 14:22:27.570,2023-04-25 14:22:27.250,150.17402876,12.0976454,1146.656,1141.2620000000002
R3,2023-04-25 14:22:31.050,2023-04-25 14:22:31.520,2023-04-25 14:22:31.285,221.4188564,13.873051,1120.008,1120.682
R4,2023-04-25 14:22:35.770,2023-04-25 14:22:36.380,2023-04-25 14:22:36.075,108.04899995999999,8.7565126,1127.298,1133.84
R5,2023-04-25 14:22:40.730,2023-04-25 14:22:41.560,2023-04-25 14:22:41.145,154.78410079999998,7.955077800000001,1113.644,1102.67
R6,2023-04-25 14:22:44.670,2023-04-25 14:22:45.760,2023-04-25 14:22:45.215,66.86501038,4.4023432,1098.894,1083.984
R7,2023-04-25 14:22:49.230,2023-04-25 14:22:50.700,2023-04-25 14:22:49.965,167.99790339999998,6.92252768,1077.548,1062.182
R8,2023-04-25 14:22:54.180,2023-04-25 14:22:56.150,2023-04-25 14:22:55.165,54.0356526,3.6581988,1064.934,1069.292
R9,2023-04-25 14:22:59.710,2023-04-25 14:23:02.130,2023-04-25 14:23:00.920,85.5912906,2.8671858,1003.7230000000001,1001.952
R10,2023-04-25 14:23:08.280,2023-04-25 14:23:11.210,2023-04-25 14:23:09.745,45.16475328,2.1764340000000004,961.375,935.6172
F1,2023-04-25 14:23:18.340,2023-04-25 14:23:19.190,2023-04-25 14:23:18.765,54.103480000000005,0.9822946,868.0208,
F2,2023-04-25 14:23:18.540,2023-04-25 14:23:19.380,2023-04-25 14:23:18.960,51.17262,0.6394036399999999,,910.3335999999999
F3,2023-04-25 14:23:18.690,2023-04-25 14:23:19.510,2023-04-25 14:23:19.100,63.240120000000005,1.339303366,910.8986000000001,928.3438
F4,2023-04-25 14:23:18.820,2023-04-25 14:23:19.620,2023-04-25 14:23:19.220,32.144940000000005,0.7069662,929.8295,958.2116
