index,start,end,mid,roll_force,roll_torque,in_temperature,out_temperature
R1,2023-04-25 13:35:16.920,2023-04-25 13:35:17.380,2023-04-25 13:35:17.150,177.73300972,13.1940058,1188.818,1188.926
R2,2023-04-25 13:35:24.090,2023-04-25 13:35:24.730,2023-04-25 13:35:24.410,143.8992288,11.5611996,1168.876,1164.01
R3,2023-04-25 13:35:28.120,2023-04-25 13:35:28.610,2023-04-25 13:35:28.365,200.37890984,12.4531132,1145.178,1135.2099999999998
R4,2023-04-25 13:35:32.600,2023-04-25 13:35:33.220,2023-04-25 13:35:32.910,100.75701670000001,8.118485999999999,1149.7540000000001,1152.562
R5,2023-04-25 13:35:38.180,2023-04-25 13:35:39.060,2023-04-25 13:35:38.620,143.25676876,7.1653652,1127.79,1113.88
R6,2023-04-25 13:35:42.870,2023-04-25 13:35:43.980,2023-04-25 13:35:43.425,63.605072279999995,4.059243199999999,1100.444,1092.608
R7,2023-04-25 13:35:47.450,2023-04-25 13:35:48.970,2023-04-25 13:35:48.210,163.8496452,6.54166508,1078.952,1066.102
R8,2023-04-25 13:35:52.870,2023-04-25 13:35:54.850,2023-04-25 13:35:53.860,52.73123668,3.553387,1067.688,1052.374
R9,2023-04-25 13:35:58.330,2023-04-25 13:36:00.730,2023-04-25 13:35:59.530,82.55380840000001,2.805991,1024.118,1010.284
R10,2023-04-25 13:36:05.600,2023-04-25 13:36:08.560,2023-04-25 13:36:07.080,43.801123880000006,2.1210905999999996,983.1224,954.3022000000001
F1,2023-04-25 13:36:15.890,2023-04-25 13:36:16.740,2023-04-25 13:36:16.315,53.325962,0.9660314999999999,887.3781999999999,
F2,2023-04-25 13:36:16.080,2023-04-25 13:36:16.930,2023-04-25 13:36:16.505,51.29052600000001,0.690079,,919.3752000000001
F3,2023-04-25 13:36:16.240,2023-04-25 13:36:17.060,2023-04-25 13:36:16.650,63.669178,1.3364080200000001,914.0884,931.0054
F4,2023-04-25 13:36:16.370,2023-04-25 13:36:17.170,2023-04-25 13:36:16.770,33.217706,0.69368518,936.5652,962.7778000000001
