index,start,end,mid,roll_force,roll_torque,in_temperature,out_temperature
R1,2023-04-25 13:55:45.330,2023-04-25 13:55:45.800,2023-04-25 13:55:45.565,196.63225488,14.345064400000002,1157.684,962.2502000000001
R2,2023-04-25 13:55:51.030,2023-04-25 13:55:51.670,2023-04-25 13:55:51.350,148.87218477999997,12.101568400000001,1143.8139999999999,1141.844
R3,2023-04-25 13:55:55.660,2023-04-25 13:55:56.110,2023-04-25 13:55:55.885,225.6344898,13.847673,1116.45,1120.718
R4,2023-04-25 13:56:01.440,2023-04-25 13:56:02.030,2023-04-25 13:56:01.735,111.15186388,8.964828400000002,1126.874,1117.6380000000001
R5,2023-04-25 13:56:07.180,2023-04-25 13:56:08.010,2023-04-25 13:56:07.595,159.9398602,8.166015660000001,1105.422,1099.0040000000001
R6,2023-04-25 13:56:11.940,2023-04-25 13:56:13.020,2023-04-25 13:56:12.480,67.66416418,4.666667200000001,1088.27,1080.066
R7,2023-04-25 13:56:16.720,2023-04-25 13:56:18.200,2023-04-25 13:56:17.460,180.27763704,7.332032600000001,1062.692,1062.6219999999998
R8,2023-04-25 13:56:29.570,2023-04-25 13:56:31.530,2023-04-25 13:56:30.550,71.75127126000001,4.403647,998.2344,999.1276
R9,2023-04-25 13:56:36.890,2023-04-25 13:56:39.280,2023-04-25 13:56:38.085,102.45050282000001,3.5442704,909.5678,947.3386
R10,2023-04-25 13:56:43.480,2023-04-25 13:56:46.370,2023-04-25 13:56:44.925,52.49568734,2.5071612000000005,925.0626,911.2812
F1,2023-04-25 13:56:53.550,2023-04-25 13:56:54.390,2023-04-25 13:56:53.970,60.13288,1.16474444,853.3682000000001,
F2,2023-04-25 13:56:53.740,2023-04-25 13:56:54.580,2023-04-25 13:56:54.160,56.80412,0.7482065600000001,,876.8646000000001
F3,2023-04-25 13:56:53.900,2023-04-25 13:56:54.710,2023-04-25 13:56:54.305,71.10709,1.50281302,879.6536,901.2005999999999
F4,2023-04-25 13:56:54.030,2023-04-25 13:56:54.820,2023-04-25 13:56:54.425,36.30412,0.78271472,894.7837999999999,935.5554
