index,start,end,mid,roll_force,roll_torque,in_temperature,out_temperature
R1,2023-04-25 11:59:13.330,2023-04-25 11:59:13.780,2023-04-25 11:59:13.555,184.88015360000003,13.444011200000002,1151.854,1070.4940000000001
R2,2023-04-25 11:59:19.160,2023-04-25 11:59:19.790,2023-04-25 11:59:19.475,141.48484333999997,11.4661448,1163.0459999999998,1162.28
R3,2023-04-25 11:59:23.790,2023-04-25 11:59:24.290,2023-04-25 11:59:24.040,200.06806859999998,12.509118799999998,1139.71,1139.292
R4,2023-04-25 11:59:29.390,2023-04-25 11:59:30.000,2023-04-25 11:59:29.695,103.11423268,8.358724,1145.068,1153.908
R5,2023-04-25 11:59:34.910,2023-04-25 11:59:35.760,2023-04-25 11:59:35.335,151.13396754000001,7.434896360000001,1119.096,1113.006
R6,2023-04-25 11:59:39.550,2023-04-25 11:59:40.630,2023-04-25 11:59:40.090,61.8083826,4.2890630000000005,1092.792,1074.3380000000002
R7,2023-04-25 11:59:44.680,2023-04-25 11:59:46.140,2023-04-25 11:59:45.410,168.90096456,6.92838512,1076.366,1066.354
R8,2023-04-25 11:59:50.820,2023-04-25 11:59:52.780,2023-04-25 11:59:51.800,57.855245499999995,3.7695344,1047.692,1036.148
R9,2023-04-25 11:59:56.250,2023-04-25 11:59:58.610,2023-04-25 11:59:57.430,87.21262105999999,2.9895828000000004,995.4,993.568
R10,2023-04-25 12:00:01.850,2023-04-25 12:00:04.760,2023-04-25 12:00:03.305,42.51362822,2.1289046000000003,983.1226,958.2394
F1,2023-04-25 12:00:11.980,2023-04-25 12:00:12.820,2023-04-25 12:00:12.400,52.343044000000006,0.9576599399999999,902.8299999999999,
F2,2023-04-25 12:00:12.170,2023-04-25 12:00:13.010,2023-04-25 12:00:12.590,49.130536,0.69323544,,923.3122
F3,2023-04-25 12:00:12.330,2023-04-25 12:00:13.140,2023-04-25 12:00:12.735,63.639312000000004,1.3488604,923.2398,941.5598
F4,2023-04-25 12:00:12.450,2023-04-25 12:00:13.250,2023-04-25 12:00:12.850,31.654825999999996,0.6829424399999999,943.4558000000001,966.4932000000001
