index,start,end,mid,roll_force,roll_torque,in_temperature,out_temperature
R1,2023-04-25 13:57:53.960,2023-04-25 13:57:54.420,2023-04-25 13:57:54.190,183.3884826,13.5078046,1179.488,1181.4379999999999
R2,2023-04-25 13:57:59.430,2023-04-25 13:58:00.070,2023-04-25 13:57:59.750,142.04701854,11.5859308,1160.236,1157.958
R3,2023-04-25 13:58:04.270,2023-04-25 13:58:04.760,2023-04-25 13:58:04.515,215.55353948,13.133471,1140.732,1138.236
R4,2023-04-25 13:58:12.890,2023-04-25 13:58:13.500,2023-04-25 13:58:13.195,110.2333062,8.639322,1122.522,1130.652
R5,2023-04-25 13:58:19.120,2023-04-25 13:58:19.930,2023-04-25 13:58:19.525,159.7910046,8.061197,1104.148,1091.8020000000001
R6,2023-04-25 13:58:24.000,2023-04-25 13:58:25.090,2023-04-25 13:58:24.545,68.29938338000001,4.6126296,1076.202,1078.3319999999999
R7,2023-04-25 13:58:28.910,2023-04-25 13:58:30.390,2023-04-25 13:58:29.650,175.7428886,7.220050819999999,1063.02,1045.904
R8,2023-04-25 13:58:35.580,2023-04-25 13:58:37.540,2023-04-25 13:58:36.560,61.28698296,3.9049472,1033.4360000000001,1025.342
R9,2023-04-25 13:58:41.200,2023-04-25 13:58:43.630,2023-04-25 13:58:42.415,90.877052,3.0996095400000003,971.2915999999999,992.4194
R10,2023-04-25 13:58:47.730,2023-04-25 13:58:50.660,2023-04-25 13:58:49.195,46.89923072,2.2356732,958.6406,951.1850000000001
F1,2023-04-25 13:58:58.080,2023-04-25 13:58:58.930,2023-04-25 13:58:58.505,55.951899999999995,1.02030144,870.0174,
F2,2023-04-25 13:58:58.280,2023-04-25 13:58:59.120,2023-04-25 13:58:58.700,53.019084,0.65939308,,906.1954
F3,2023-04-25 13:58:58.430,2023-04-25 13:58:59.250,2023-04-25 13:58:58.840,66.797542,1.3735829,908.0361999999999,934.7242
F4,2023-04-25 13:58:58.560,2023-04-25 13:58:59.360,2023-04-25 13:58:58.960,34.373628,0.71744808,936.7293999999999,958.5763999999999
