index,start,end,mid,roll_force,roll_torque,in_temperature,out_temperature
R1,2023-04-25 11:54:34.430,2023-04-25 11:54:34.860,2023-04-25 11:54:34.645,182.2048386,13.4784976,1180.78,1183.06
R2,2023-04-25 11:54:39.770,2023-04-25 11:54:40.370,2023-04-25 11:54:40.070,141.46552391999998,11.6354088,1156.612,1157.432
R3,2023-04-25 11:54:44.180,2023-04-25 11:54:44.630,2023-04-25 11:54:44.405,206.67917314,12.900395320000001,1141.97,1144.924
R4,2023-04-25 11:54:49.360,2023-04-25 11:54:49.940,2023-04-25 11:54:49.650,103.914646,8.371098,1150.232,1152.854
R5,2023-04-25 11:54:55.240,2023-04-25 11:54:56.030,2023-04-25 11:54:55.635,147.69792741999998,7.651693460000001,1121.188,1115.066
R6,2023-04-25 11:54:59.540,2023-04-25 11:55:00.560,2023-04-25 11:55:00.050,64.53370088,4.3190094000000006,1101.156,1091.44
R7,2023-04-25 11:55:04.580,2023-04-25 11:55:05.990,2023-04-25 11:55:05.285,166.45846680000002,6.973957679999999,1072.2459999999999,1062.4540000000002
R8,2023-04-25 11:55:09.060,2023-04-25 11:55:10.920,2023-04-25 11:55:09.990,53.71061298,3.6835939999999994,1070.476,1064.806
R9,2023-04-25 11:55:14.630,2023-04-25 11:55:16.920,2023-04-25 11:55:15.775,80.02577296,2.88151258,1008.426,1014.2239999999999
R10,2023-04-25 11:55:20.850,2023-04-25 11:55:23.610,2023-04-25 11:55:22.230,43.3225112,2.1132796000000003,991.0884,965.5314000000001
F1,2023-04-25 11:55:31.250,2023-04-25 11:55:32.050,2023-04-25 11:55:31.650,52.5778,1.01210368,875.0088000000001,
F2,2023-04-25 11:55:31.440,2023-04-25 11:55:32.240,2023-04-25 11:55:31.840,50.10264,0.7168195,,922.5832
F3,2023-04-25 11:55:31.600,2023-04-25 11:55:32.370,2023-04-25 11:55:31.985,65.03238,1.32965614,927.0492,943.4008
F4,2023-04-25 11:55:31.720,2023-04-25 11:55:32.480,2023-04-25 11:55:32.100,32.51948,0.6863931799999999,950.6379999999999,972.7950000000001
