index,start,end,mid,roll_force,roll_torque,in_temperature,out_temperature
R1,2023-04-25 10:40:44.130,2023-04-25 10:40:44.510,2023-04-25 10:40:44.320,180.19526488,13.148438599999999,1167.75,
R2,2023-04-25 10:40:49.630,2023-04-25 10:40:50.150,2023-04-25 10:40:49.890,133.89971558000002,11.0820416,1163.92,1159.692
R3,2023-04-25 10:41:00.800,2023-04-25 10:41:01.180,2023-04-25 10:41:00.990,220.00608004,13.438790260000001,1122.1,1125.4379999999999
R4,2023-04-25 10:41:06.450,2023-04-25 10:41:06.930,2023-04-25 10:41:06.690,107.4575876,8.790358000000001,1121.9180000000001,1137.558
R5,2023-04-25 10:41:12.310,2023-04-25 10:41:12.990,2023-04-25 10:41:12.650,156.85322088,7.941405080000001,1109.852,1100.044
R6,2023-04-25 10:41:17.430,2023-04-25 10:41:18.310,2023-04-25 10:41:17.870,65.87468327999999,4.5533817999999995,1082.488,1074.6680000000001
R7,2023-04-25 10:41:22.130,2023-04-25 10:41:23.310,2023-04-25 10:41:22.720,172.31809008000002,7.151042619999999,1069.526,1050.514
R8,2023-04-25 10:41:27.440,2023-04-25 10:41:29.010,2023-04-25 10:41:28.225,56.021332120000004,3.826824,1036.842,1066.502
R9,2023-04-25 10:41:33.030,2023-04-25 10:41:34.940,2023-04-25 10:41:33.985,86.92338532000001,3.07356808,976.4870000000001,1003.374
R10,2023-04-25 10:41:41.830,2023-04-25 10:41:44.180,2023-04-25 10:41:43.005,45.3166236,2.305991,944.1852000000001,946.6641999999999
F1,2023-04-25 10:41:50.960,2023-04-25 10:41:51.630,2023-04-25 10:41:51.295,56.362660000000005,1.20766052,860.6856,
F2,2023-04-25 10:41:51.150,2023-04-25 10:41:51.820,2023-04-25 10:41:51.485,56.64014999999999,0.80098626,,904.008
F3,2023-04-25 10:41:51.310,2023-04-25 10:41:51.960,2023-04-25 10:41:51.635,73.03254000000001,1.47230318,907.3072,931.2239999999999
F4,2023-04-25 10:41:51.430,2023-04-25 10:41:52.070,2023-04-25 10:41:51.750,36.343419999999995,0.7271483,929.8384,967.0487999999999
