index,start,end,mid,roll_force,roll_torque,in_temperature,out_temperature
R1,2023-04-25 14:01:06.220,2023-04-25 14:01:06.680,2023-04-25 14:01:06.450,179.99586852000002,13.477853999999999,1178.592,1174.0
R2,2023-04-25 14:01:12.380,2023-04-25 14:01:13.020,2023-04-25 14:01:12.700,140.66463991999998,11.6041486,1162.352,1159.524
R3,2023-04-25 14:01:16.430,2023-04-25 14:01:16.900,2023-04-25 14:01:16.665,198.1490122,12.531247800000001,1144.032,1131.144
R4,2023-04-25 14:01:20.920,2023-04-25 14:01:21.560,2023-04-25 14:01:21.240,102.711894,8.057291999999999,1147.476,1143.284
R5,2023-04-25 14:01:26.090,2023-04-25 14:01:26.950,2023-04-25 14:01:26.520,143.37170142000002,7.329429000000001,1128.776,1118.782
R6,2023-04-25 14:01:31.140,2023-04-25 14:01:32.250,2023-04-25 14:01:31.695,63.36276644,4.1458330000000005,1102.3780000000002,1121.0459999999998
R7,2023-04-25 14:01:35.480,2023-04-25 14:01:36.980,2023-04-25 14:01:36.230,166.84389038,6.7604147999999995,1082.69,1073.482
R8,2023-04-25 14:01:40.720,2023-04-25 14:01:42.700,2023-04-25 14:01:41.710,54.1134887,3.6067731999999997,1069.4360000000001,1063.75
R9,2023-04-25 14:01:46.690,2023-04-25 14:01:49.150,2023-04-25 14:01:47.920,84.36153360000002,2.8346367999999997,972.6224,1004.744
R10,2023-04-25 14:01:52.410,2023-04-25 14:01:55.370,2023-04-25 14:01:53.890,43.2173782,2.0598970000000003,977.4898000000001,977.9817999999999
F1,2023-04-25 14:02:03.810,2023-04-25 14:02:04.670,2023-04-25 14:02:04.240,52.321032,0.9498559400000001,881.493,
F2,2023-04-25 14:02:04.010,2023-04-25 14:02:04.860,2023-04-25 14:02:04.435,50.237816599999995,0.66355784,,923.1485999999999
F3,2023-04-25 14:02:04.160,2023-04-25 14:02:04.990,2023-04-25 14:02:04.575,62.993,1.30971324,918.5368000000001,933.3202000000001
F4,2023-04-25 14:02:04.290,2023-04-25 14:02:05.100,2023-04-25 14:02:04.695,32.061720799999996,0.6936196400000001,929.4921,963.802
