index,start,end,mid,roll_force,roll_torque,in_temperature,out_temperature
R1,2023-04-25 10:34:45.010,2023-04-25 10:34:45.460,2023-04-25 10:34:45.235,179.26196148,13.045576,1181.474,1190.35
R2,2023-04-25 10:34:51.290,2023-04-25 10:34:51.910,2023-04-25 10:34:51.600,138.45677673999998,11.305974000000003,1167.8939999999998,1162.6979999999999
R3,2023-04-25 10:34:56.160,2023-04-25 10:34:56.610,2023-04-25 10:34:56.385,192.83757504000002,12.2018262,1146.09,1147.056
R4,2023-04-25 10:35:02.500,2023-04-25 10:35:03.080,2023-04-25 10:35:02.790,99.36283037999999,7.975257999999998,1122.3759999999997,1150.7220000000002
R5,2023-04-25 10:35:07.930,2023-04-25 10:35:08.760,2023-04-25 10:35:08.345,141.26300798,7.4003896,1121.9720000000002,1109.688
R6,2023-04-25 10:35:13.580,2023-04-25 10:35:14.640,2023-04-25 10:35:14.110,64.00856324,4.326823999999999,1096.614,1088.288
R7,2023-04-25 10:35:18.170,2023-04-25 10:35:19.590,2023-04-25 10:35:18.880,164.58340553999997,6.90624726,1078.114,1056.97
R8,2023-04-25 10:35:25.430,2023-04-25 10:35:27.330,2023-04-25 10:35:26.380,57.761265560000005,3.8971360000000006,1037.718,1030.0279999999998
R9,2023-04-25 10:35:32.350,2023-04-25 10:35:34.630,2023-04-25 10:35:33.490,87.82210692,3.2161447400000003,947.6299999999999,985.857
R10,2023-04-25 10:35:39.400,2023-04-25 10:35:42.210,2023-04-25 10:35:40.805,44.65485716,2.348305,946.6637999999999,931.2603999999999
F1,2023-04-25 10:35:49.270,2023-04-25 10:35:50.070,2023-04-25 10:35:49.670,59.032654,1.2308504,856.6665999999999,
F2,2023-04-25 10:35:49.460,2023-04-25 10:35:50.270,2023-04-25 10:35:49.865,57.819386,0.72374568,,899.305
F3,2023-04-25 10:35:49.620,2023-04-25 10:35:50.400,2023-04-25 10:35:50.010,73.119354,1.4858927199999998,902.7131999999999,929.4556
F4,2023-04-25 10:35:49.740,2023-04-25 10:35:50.510,2023-04-25 10:35:50.125,36.45899,0.7268556199999999,888.2851,962.1702000000001
