index,start,end,mid,roll_force,roll_torque,in_temperature,out_temperature
R1,2023-04-25 13:06:17.310,2023-04-25 13:06:17.780,2023-04-25 13:06:17.545,168.10577816,12.6458234,1172.978,1179.47
R2,2023-04-25 13:06:22.790,2023-04-25 13:06:23.430,2023-04-25 13:06:23.110,128.70658726,10.8059692,1156.224,1152.432
R3,2023-04-25 13:06:27.340,2023-04-25 13:06:27.810,2023-04-25 13:06:27.575,198.7813852,12.559886400000002,1133.002,1135.318
R4,2023-04-25 13:06:31.570,2023-04-25 13:06:32.180,2023-04-25 13:06:31.875,94.18204354000001,8.074868,1142.898,1161.2939999999999
R5,2023-04-25 13:06:36.470,2023-04-25 13:06:37.280,2023-04-25 13:06:36.875,143.69828948,7.51497494,1124.544,1114.17
R6,2023-04-25 13:06:41.150,2023-04-25 13:06:42.250,2023-04-25 13:06:41.700,59.5300758,4.3554715999999996,1104.618,1097.876
R7,2023-04-25 13:06:45.780,2023-04-25 13:06:47.280,2023-04-25 13:06:46.530,165.83349138,6.945311458,1082.5620000000001,1067.742
R8,2023-04-25 13:06:50.620,2023-04-25 13:06:52.640,2023-04-25 13:06:51.630,50.178946120000006,3.6471354000000002,1065.136,1076.0720000000001
R9,2023-04-25 13:06:56.420,2023-04-25 13:06:58.830,2023-04-25 13:06:57.625,80.33744040000002,2.94921936,1006.877,1011.268
R10,2023-04-25 13:07:01.650,2023-04-25 13:07:04.610,2023-04-25 13:07:03.130,40.297873599999996,2.1497396,985.5649999999999,969.7972
F1,2023-04-25 13:07:12.000,2023-04-25 13:07:12.860,2023-04-25 13:07:12.430,59.37738,1.09802872,886.3542,
F2,2023-04-25 13:07:12.200,2023-04-25 13:07:13.050,2023-04-25 13:07:12.625,54.805189999999996,0.73417896,,928.4164000000001
F3,2023-04-25 13:07:12.350,2023-04-25 13:07:13.180,2023-04-25 13:07:12.765,67.89732,1.3562240600000002,939.0626,952.4064000000001
F4,2023-04-25 13:07:12.480,2023-04-25 13:07:13.300,2023-04-25 13:07:12.890,34.70192,0.73339834,959.6797000000001,981.9098
