index,start,end,mid,roll_force,roll_torque,in_temperature,out_temperature
R1,2023-04-27 13:27:59.670,2023-04-27 13:28:00.140,2023-04-27 13:27:59.905,177.88689718,13.0996096,1178.6100000000001,1172.338
R2,2023-04-27 13:28:06.820,2023-04-27 13:28:07.470,2023-04-27 13:28:07.145,142.08146259999998,11.485667200000002,1162.864,1154.3139999999999
R3,2023-04-27 13:28:11.140,2023-04-27 13:28:11.610,2023-04-27 13:28:11.375,219.25724866,13.398430339999999,1132.108,1127.75
R4,2023-04-27 13:28:17.230,2023-04-27 13:28:17.820,2023-04-27 13:28:17.525,110.89484224,8.912111,1128.648,1123.8319999999999
R5,2023-04-27 13:28:24.010,2023-04-27 13:28:24.800,2023-04-27 13:28:24.405,167.47094982000002,8.391926,1089.3600000000001,1098.894
R6,2023-04-27 13:28:29.560,2023-04-27 13:28:30.640,2023-04-27 13:28:30.100,68.8131688,4.942708,1082.414,1093.462
R7,2023-04-27 13:28:34.370,2023-04-27 13:28:35.820,2023-04-27 13:28:35.095,185.58042128000002,7.5449218,1055.876,1047.0700000000002
R8,2023-04-27 13:28:40.360,2023-04-27 13:28:42.310,2023-04-27 13:28:41.335,57.033761119999994,4.082679999999999,1034.508,1030.2279999999998
R9,2023-04-27 13:28:46.270,2023-04-27 13:28:48.630,2023-04-27 13:28:47.450,91.01956687999999,3.3372382800000002,986.0847,988.8279999999999
R10,2023-04-27 13:28:52.720,2023-04-27 13:28:55.640,2023-04-27 13:28:54.180,48.37056808,2.449224,963.4898000000001,943.0912000000001
F1,2023-04-27 13:29:02.990,2023-04-27 13:29:03.840,2023-04-27 13:29:03.415,62.47282,1.17723704,883.7672,
F2,2023-04-27 13:29:03.190,2023-04-27 13:29:04.030,2023-04-27 13:29:03.610,58.558561999999995,0.79844352,,912.4114
F3,2023-04-27 13:29:03.340,2023-04-27 13:29:04.160,2023-04-27 13:29:03.750,71.01751999999999,1.5032509200000002,922.0912000000001,946.4452000000001
F4,2023-04-27 13:29:03.470,2023-04-27 13:29:04.270,2023-04-27 13:29:03.870,36.713308,0.7766928,964.8386,967.1528000000001
