index,start,end,mid,roll_force,roll_torque,in_temperature,out_temperature
R1,2023-04-27 12:01:39.710,2023-04-27 12:01:40.170,2023-04-27 12:01:39.940,179.13868672,13.121072999999999,1179.212,1126.568
R2,2023-04-27 12:01:46.560,2023-04-27 12:01:47.210,2023-04-27 12:01:46.885,146.47225106,11.5475346,1158.45,1153.602
R3,2023-04-27 12:01:50.930,2023-04-27 12:01:51.380,2023-04-27 12:01:51.155,220.30863819999996,13.440108761999998,1135.958,1134.77
R4,2023-04-27 12:01:56.510,2023-04-27 12:01:57.120,2023-04-27 12:01:56.815,110.9361384,9.025404,1133.676,1126.478
R5,2023-04-27 12:02:01.160,2023-04-27 12:02:01.960,2023-04-27 12:02:01.560,163.42099176,8.134116740000001,1111.384,1099.206
R6,2023-04-27 12:02:06.440,2023-04-27 12:02:07.510,2023-04-27 12:02:06.975,67.11360264000001,4.8157554,1092.352,1091.804
R7,2023-04-27 12:02:11.480,2023-04-27 12:02:12.930,2023-04-27 12:02:12.205,180.0352194,7.38736956,1075.234,1056.2959999999998
R8,2023-04-27 12:02:17.350,2023-04-27 12:02:19.310,2023-04-27 12:02:18.330,58.87182912000001,4.041668,1045.196,1033.526
R9,2023-04-27 12:02:22.650,2023-04-27 12:02:25.040,2023-04-27 12:02:23.845,89.07164639999999,3.2975261199999997,947.448,997.4869999999999
R10,2023-04-27 12:02:28.880,2023-04-27 12:02:31.790,2023-04-27 12:02:30.335,46.13442568,2.4212230000000003,977.3619999999999,962.7058000000001
F1,2023-04-27 12:02:38.850,2023-04-27 12:02:39.690,2023-04-27 12:02:39.270,61.966652,1.18359482,882.5695000000001,
F2,2023-04-27 12:02:39.040,2023-04-27 12:02:39.880,2023-04-27 12:02:39.460,56.574028,0.7998463599999999,,923.75
F3,2023-04-27 12:02:39.200,2023-04-27 12:02:40.020,2023-04-27 12:02:39.610,69.523948,1.43609376,930.8228000000001,931.3516
F4,2023-04-27 12:02:39.320,2023-04-27 12:02:40.120,2023-04-27 12:02:39.720,35.98735,0.7751301400000001,922.8754000000001,973.073
