index,start,end,mid,roll_force,roll_torque,in_temperature,out_temperature
R1,2023-04-27 11:40:50.660,2023-04-27 11:40:51.130,2023-04-27 11:40:50.895,172.50932048000004,12.7525996,1182.77,1175.8600000000001
R2,2023-04-27 11:40:59.850,2023-04-27 11:41:00.500,2023-04-27 11:41:00.175,145.84259338,11.551420999999998,1160.694,1155.846
R3,2023-04-27 11:41:04.150,2023-04-27 11:41:04.600,2023-04-27 11:41:04.375,223.28370360000002,13.667315579999999,1128.534,1127.08
R4,2023-04-27 11:41:09.360,2023-04-27 11:41:09.960,2023-04-27 11:41:09.660,109.70042842000001,8.863282,1127.9560000000001,1133.366
R5,2023-04-27 11:41:15.000,2023-04-27 11:41:15.810,2023-04-27 11:41:15.405,163.70164656,8.160156279999999,1100.336,1105.734
R6,2023-04-27 11:41:20.390,2023-04-27 11:41:21.490,2023-04-27 11:41:20.940,70.38202216,4.859376,1096.362,1084.8039999999999
R7,2023-04-27 11:41:26.180,2023-04-27 11:41:27.660,2023-04-27 11:41:26.920,183.31394226,7.4700509219999995,1062.1280000000002,1048.42
R8,2023-04-27 11:41:32.070,2023-04-27 11:41:34.030,2023-04-27 11:41:33.050,59.2875014,4.065104,1047.926,1035.658
R9,2023-04-27 11:41:38.630,2023-04-27 11:41:41.010,2023-04-27 11:41:39.820,93.4663085,3.26953082,992.219,990.7422
R10,2023-04-27 11:41:45.570,2023-04-27 11:41:48.460,2023-04-27 11:41:47.015,48.153564800000005,2.466795,963.125,937.604
F1,2023-04-27 11:41:56.330,2023-04-27 11:41:57.170,2023-04-27 11:41:56.750,66.323694,1.2847703000000001,867.4652,
F2,2023-04-27 11:41:56.530,2023-04-27 11:41:57.360,2023-04-27 11:41:56.945,58.443506000000006,0.8513987199999999,,900.052
F3,2023-04-27 11:41:56.680,2023-04-27 11:41:57.490,2023-04-27 11:41:57.085,74.205586,1.55734714,902.0024,917.8074
F4,2023-04-27 11:41:56.810,2023-04-27 11:41:57.610,2023-04-27 11:41:57.210,0.004623999999999739,0.7937499600000001,923.7316000000001,960.1043999999999
