index,start,end,mid,roll_force,roll_torque,in_temperature,out_temperature
R1,2023-04-27 13:12:54.730,2023-04-27 13:12:55.200,2023-04-27 13:12:54.965,175.3478484,12.9049414,1174.528,1170.042
R2,2023-04-27 13:13:01.670,2023-04-27 13:13:02.310,2023-04-27 13:13:01.990,136.51488914,11.2578178,1162.262,1158.0700000000002
R3,2023-04-27 13:13:05.520,2023-04-27 13:13:05.990,2023-04-27 13:13:05.755,214.6230305,13.208323579999998,1138.346,1129.866
R4,2023-04-27 13:13:11.490,2023-04-27 13:13:12.090,2023-04-27 13:13:11.790,104.54515210000001,8.8268286,1139.056,1136.8319999999999
R5,2023-04-27 13:13:16.990,2023-04-27 13:13:17.790,2023-04-27 13:13:17.390,159.91438604,8.002606199999999,1102.7779999999998,1109.9060000000002
R6,2023-04-27 13:13:22.620,2023-04-27 13:13:23.710,2023-04-27 13:13:23.165,67.69508302,4.797525,1098.02,1086.554
R7,2023-04-27 13:13:27.850,2023-04-27 13:13:29.300,2023-04-27 13:13:28.575,174.96228194,7.343098820000001,1066.3020000000001,1058.846
R8,2023-04-27 13:13:34.450,2023-04-27 13:13:36.420,2023-04-27 13:13:35.435,60.1316956,4.056641600000001,1028.858,1056.842
R9,2023-04-27 13:13:39.850,2023-04-27 13:13:42.210,2023-04-27 13:13:41.030,93.72194760000001,3.2695303599999996,958.7227,988.2994000000001
R10,2023-04-27 13:13:47.380,2023-04-27 13:13:50.290,2023-04-27 13:13:48.835,50.4073682,2.4550783999999997,962.5054,939.3358000000001
F1,2023-04-27 13:13:58.080,2023-04-27 13:13:58.920,2023-04-27 13:13:58.500,63.56572,1.18604596,870.868,
F2,2023-04-27 13:13:58.270,2023-04-27 13:13:59.110,2023-04-27 13:13:58.690,58.173140000000004,0.8112439999999999,,897.5546
F3,2023-04-27 13:13:58.420,2023-04-27 13:13:59.240,2023-04-27 13:13:58.830,71.38142,1.49728964,901.3828,916.75
F4,2023-04-27 13:13:58.550,2023-04-27 13:13:59.350,2023-04-27 13:13:58.950,37.434599999999996,0.79707012,916.7497999999999,962.0142
