index,start,end,mid,roll_force,roll_torque,in_temperature,out_temperature
R1,2023-04-27 15:21:14.500,2023-04-27 15:21:14.960,2023-04-27 15:21:14.730,174.1565156,13.2552212,1163.792,1175.95
R2,2023-04-27 15:21:21.200,2023-04-27 15:21:21.840,2023-04-27 15:21:21.520,141.06820279999997,11.6354158,1156.098,1153.91
R3,2023-04-27 15:21:25.480,2023-04-27 15:21:25.950,2023-04-27 15:21:25.715,221.5208498,13.649735000000002,1127.6439999999998,1129.0099999999998
R4,2023-04-27 15:21:31.760,2023-04-27 15:21:32.360,2023-04-27 15:21:32.060,110.75955168,9.0103992,1130.98,1134.39
R5,2023-04-27 15:21:37.490,2023-04-27 15:21:38.290,2023-04-27 15:21:37.890,164.44209836,8.3020822,1101.318,1098.642
R6,2023-04-27 15:21:42.490,2023-04-27 15:21:43.590,2023-04-27 15:21:43.040,70.4718914,4.8372402,1093.902,1091.384
R7,2023-04-27 15:21:47.580,2023-04-27 15:21:49.030,2023-04-27 15:21:48.305,182.071122,7.4375018,1070.294,1050.098
R8,2023-04-27 15:21:53.530,2023-04-27 15:21:55.520,2023-04-27 15:21:54.525,57.99692960000001,3.9733062000000006,1042.402,1041.146
R9,2023-04-27 15:21:59.920,2023-04-27 15:22:02.310,2023-04-27 15:22:01.115,96.22302619999999,3.2695296,1003.158,987.5702000000001
R10,2023-04-27 15:22:06.900,2023-04-27 15:22:09.850,2023-04-27 15:22:08.375,48.5077213,2.4023448,960.1351999999999,946.6276
F1,2023-04-27 15:22:16.930,2023-04-27 15:22:17.780,2023-04-27 15:22:17.355,62.12437,1.13305046,861.0763999999999,
F2,2023-04-27 15:22:17.120,2023-04-27 15:22:17.960,2023-04-27 15:22:17.540,56.68904,0.73181202,,914.2343999999999
F3,2023-04-27 15:22:17.280,2023-04-27 15:22:18.100,2023-04-27 15:22:17.690,67.72623999999999,1.43828518,909.659,939.9558000000001
F4,2023-04-27 15:22:17.400,2023-04-27 15:22:18.210,2023-04-27 15:22:17.805,35.93188,0.7871744,956.8906000000001,957.9685999999999
