index,start,end,mid,roll_force,roll_torque,in_temperature,out_temperature
R1,2023-04-27 12:03:13.810,2023-04-27 12:03:14.270,2023-04-27 12:03:14.040,178.10630526000003,13.1575448,1174.038,1158.904
R2,2023-04-27 12:03:20.620,2023-04-27 12:03:21.260,2023-04-27 12:03:20.940,142.85622399999997,11.608057,1152.692,1151.502
R3,2023-04-27 12:03:24.520,2023-04-27 12:03:25.000,2023-04-27 12:03:24.760,226.3559304,13.523432540000002,1128.028,1123.726
R4,2023-04-27 12:03:32.900,2023-04-27 12:03:33.490,2023-04-27 12:03:33.195,114.23234391999999,9.283204000000001,1088.486,1133.276
R5,2023-04-27 12:03:38.160,2023-04-27 12:03:38.960,2023-04-27 12:03:38.560,168.4248374,8.52734472,1097.6380000000001,1089.58
R6,2023-04-27 12:03:43.660,2023-04-27 12:03:44.720,2023-04-27 12:03:44.190,70.60985620000001,5.027342,1077.66,1080.556
R7,2023-04-27 12:03:49.390,2023-04-27 12:03:50.830,2023-04-27 12:03:50.110,186.93282920000001,7.751304039999999,1055.4,1041.074
R8,2023-04-27 12:03:54.750,2023-04-27 12:03:56.710,2023-04-27 12:03:55.730,60.90307764,4.1341136,1036.26,1051.646
R9,2023-04-27 12:04:00.250,2023-04-27 12:04:02.640,2023-04-27 12:04:01.445,92.748997,3.3020849200000004,987.7799,993.3306
R10,2023-04-27 12:04:06.670,2023-04-27 12:04:09.570,2023-04-27 12:04:08.120,47.77138326,2.4127571999999997,965.8596,948.177
F1,2023-04-27 12:04:17.210,2023-04-27 12:04:18.060,2023-04-27 12:04:17.635,63.026602000000004,1.2213800600000002,878.6632,
F2,2023-04-27 12:04:17.410,2023-04-27 12:04:18.250,2023-04-27 12:04:17.830,56.850117999999995,0.81878398,,916.1665999999999
F3,2023-04-27 12:04:17.560,2023-04-27 12:04:18.380,2023-04-27 12:04:17.970,70.6699,1.4745835219999999,907.3984,923.3124
F4,2023-04-27 12:04:17.690,2023-04-27 12:04:18.490,2023-04-27 12:04:18.090,37.02312,0.78645828,923.5312,971.8924
