Time,[10:0],[10:1],[10:2],[10:3],[10:4],[10:5],[10:6],[10:7],[10:8],[10:9],[10:10],[10:11],[10:12],[10:13],[10:14],[10:15],[10:16],[10:17],[10:18],[10:19],[10:20]
time,Walzkraft  DUO-Walzwerk VL,Walzkraft  DUO-Walzwerk VR,Walzkraft  DUO-Walzwerk HL,Walzkraft  DUO-Walzwerk HR,Walzkraft Walzgerüst 1,Walzkraft Walzgerüst 2,Walzkraft Walzgerüst 3,Walzkraft Walzgerüst 4,Moment DUO-Walzwerk,Moment Walzgerüst 1,Moment Walzgerüst 2,Moment Walzgerüst 3,Moment Walzgerüst 4,Temperatur 1 (Rollgang),Temperatur 2 (Duo Austritt),Temperatur 3 (Duo Anstich),Temperatur 4 (vor G1),Temperatur 5 (vor G2),Temperatur 6 (vor G3),Temperatur 7 (vor G4),Temperatur 8 (nach G4)
sec,kN,kN,kN,kN,kN,kN,kN,kN,kNm,kNm,kNm,kNm,kNm,°C,°C,°C,°C,°C,°C,°C,°C
2022-10-20T10:45:48.824000,-0.0840454,-0.235901,-0.0721436,0,-0.110016,0,-0.0814667,-0.0231171,0.559895,0.0105209,0.015343,-0.0149045,0.0130208,670,670,670.091,600,670.091,600.087,670,600
2022-10-20T10:45:48.826000,-0.16803,-0.0786133,0,-0.0714111,-0.0366821,0,0,0,0.572918,0.0118361,0.0162196,-0.0157812,0.0107422,670,670.091,670,600.087,670.091,600,670,600
2022-10-20T10:45:48.828000,0.0840454,-0.0786133,0,-0.0714111,-0.0733643,0,-0.0271606,0,0.579426,0.0105209,0.0149045,-0.014466,0.0123699,670,670.091,670,600,670.091,600,669.909,600
2022-10-20T10:45:48.830000,0.0840454,-0.0786133,-0.0721436,0,-0.0733643,0,0,-0.0231171,0.559895,0.0122743,0.014466,-0.0157812,0.0123699,670,670,670,600,670,600,670,600
2022-10-20T10:45:48.832000,0,-0.0786133,-0.0721436,0,-0.110016,0,0,0,0.579426,0.0113976,0.0157812,-0.015343,0.0117188,670,670,670,600,669.818,600,670.091,600
2022-10-20T10:45:48.834000,0,-0.0786133,-0.0721436,-0.0714111,-0.0733643,0.0287628,0,0,0.592449,0.0100825,0.0149045,-0.015343,0.0113933,670,670,670,600,669.909,600.087,670.182,600
2022-10-20T10:45:48.836000,0,-0.0786133,-0.0721436,-0.0714111,-0.0733643,0.0287628,0,0,0.592449,0.0100825,0.0149045,-0.015343,0.0113933,670,670,670,600,669.909,600.087,670.182,600
2022-10-20T10:45:48.838000,0,-0.235901,-0.0721436,-0.0714111,-0.146698,0,0,-0.0231171,0.585938,0.0105209,0.0149045,-0.0170963,0.0126953,670,670,670,600,670.273,600.174,670.182,600
2022-10-20T10:45:48.840000,-0.0840454,0.0786133,-0.144226,-0.0714111,-0.110016,0,0,0,0.579426,0.0105209,0.0166581,-0.015343,0.0136719,670.091,670,670,600,670,600.087,670.091,600
2022-10-20T10:45:48.842000,-0.0840454,-0.157227,0,-0.0714111,-0.0366821,0,-0.054306,-0.0231171,0.579426,0.0122743,0.0149045,-0.0149045,0.0126953,670,670.091,670,600,670,600,670,600
2022-10-20T10:45:48.844000,0,-0.157227,-0.0721436,0,-0.18338,0,0,-0.0231171,0.559895,0.0113976,0.015343,-0.014466,0.0120442,670,670,670,600,670,599.913,670.091,600
2022-10-20T10:45:48.846000,0.0840454,-0.157227,-0.144226,-0.0714111,-0.110016,0,0,0,0.598957,0.0109591,0.0149045,-0.015343,0.0113933,670,670,670,600,669.909,600,670.091,600.087
2022-10-20T10:45:48.848000,0.0840454,0,0.0721436,-0.0714111,-0.146698,0,0,0,0.579426,0.0109591,0.014466,-0.014466,0.0123699,670,670.091,670,600,670,600.087,670.182,600.087
2022-10-20T10:45:48.850000,0,-0.0786133,-0.0721436,-0.0714111,-0.18338,0,-0.0271606,0,0.572918,0.0113976,0.0166581,-0.014466,0.0126953,670,670,670,600,670,600,670.182,600
2022-10-20T10:45:48.852000,0,0,-0.0721436,-0.142822,-0.0733643,0.0287628,0.0271606,0,0.585938,0.0105209,0.0157812,-0.0157812,0.0113933,670,670.091,670,600,670.091,600,670,599.913
2022-10-20T10:45:48.854000,0,-0.157227,0,0,-0.110016,0.0287628,-0.0271606,0,0.598957,0.0118361,0.015343,-0.0157812,0.0123699,670,670.091,670,600,669.909,600,669.909,599.913
2022-10-20T10:45:48.856000,-0.0840454,-0.0786133,-0.144226,0,-0.146698,-0.0287628,0,0,0.585938,0.0109591,0.0162196,-0.014466,0.0123699,670.091,670,670,600,670,600.087,670,600.087
2022-10-20T10:45:48.858000,-0.0840454,-0.0786133,-0.0721436,0,-0.146698,-0.0287628,0.0271606,-0.0231171,0.579426,0.0113976,0.015343,-0.0157812,0.0126953,670,670,670,600,669.909,600,670.273,600.087
2022-10-20T10:45:48.860000,-0.0840454,-0.0786133,-0.0721436,-0.0714111,-0.110016,0.0287628,-0.054306,-0.0231171,0.579426,0.0109591,0.015343,-0.0162196,0.0110676,670,670,670,600,669.909,600.087,670.091,600.087
2022-10-20T10:45:48.862000,-0.0840454,-0.0786133,-0.0721436,-0.0714111,-0.110016,0.0287628,-0.054306,-0.0231171,0.579426,0.0109591,0.015343,-0.0162196,0.0110676,670,670,670,600,669.909,600.087,670.091,600.087
2022-10-20T10:45:48.864000,0,-0.0786133,-0.0721436,-0.0714111,-0.146698,0,-0.0271606,-0.0924835,0.579426,0.0100825,0.0157812,-0.0131509,0.0126953,669.909,670,670,600,670,600,670.091,600.087
2022-10-20T10:45:48.866000,-0.0840454,-0.0786133,0,-0.142822,-0.110016,0,-0.054306,-0.0231171,0.61198,0.0100825,0.0157812,-0.015343,0.014323,670,670.091,670,600,670,600,670.091,599.913
2022-10-20T10:45:48.868000,-0.0840454,-0.235901,-0.0721436,0,-0.18338,0.0575256,-0.0271606,-0.0462341,0.566406,0.0113976,0.0162196,-0.0157812,0.0123699,670.091,670.091,670,600,669.909,600,670.091,599.913
