Time,[7_10:0],[7_10:1],[7_10:2],[7_10:3],[7_10:4],[7_10:5],[7_10:6],[7_10:7],[7_10:8],[7_10:9],[7_10:10],[7_10:11],[7_10:12],[7_10:13],[7_10:14],[7_10:15],[7_10:16],[7_10:17],[7_10:18],[7_10:19],[7_10:20]
time,Walzkraft  DUO-Walzwerk VL,Walzkraft  DUO-Walzwerk VR,Walzkraft  DUO-Walzwerk HL,Walzkraft  DUO-Walzwerk HR,Walzkraft Walzgerüst 1,Walzkraft Walzgerüst 2,Walzkraft Walzgerüst 3,Walzkraft Walzgerüst 4,Moment DUO-Walzwerk,Moment Walzgerüst 1,Moment Walzgerüst 2,Moment Walzgerüst 3,Moment Walzgerüst 4,Temperatur 1 (Rollgang),Temperatur 2 (Duo Austritt),Temperatur 3 (Duo Anstich),Temperatur 4 (vor G1),Temperatur 5 (vor G2),Temperatur 6 (vor G3),Temperatur 7 (vor G4),Temperatur 8 (nach G4)
sec,kN,kN,kN,kN,kN,kN,kN,kN,kNm,kNm,kNm,kNm,kNm,°C,°C,°C,°C,°C,°C,°C,°C
2022-10-20T10:46:47.408000,0.672241,1.02209,0.144226,0.571167,-0.0733643,0,0.0271606,-0.0231171,0.618488,0.0122743,0.015343,-0.0157812,0.0139973,670.091,670,670.091,600,669.909,600.087,670,599.826
2022-10-20T10:46:47.410000,0.840271,1.02209,0.0721436,0.571167,-0.110016,-0.0287628,-0.0271606,-0.0462341,0.625,0.00920582,0.0157812,-0.0162196,0.0117188,670.091,670.091,670,600,669.909,600,670.091,599.913
2022-10-20T10:46:47.412000,0.756226,1.02209,0.21637,0.499756,-0.110016,-0.0287628,-0.0271606,-0.0231171,0.63802,0.0122743,0.0135894,-0.0149045,0.014323,670.182,670.182,670,600,669.909,600,670.091,599.913
2022-10-20T10:46:47.414000,0.672241,0.864868,0.144226,0.571167,-0.146698,0,-0.0271606,-0.0231171,0.625,0.0127127,0.015343,-0.0149045,0.0136719,670.182,670,670,600,670,600.087,670.091,600.347
2022-10-20T10:46:47.416000,0.588196,0.864868,0.0721436,0.499756,-0.146698,0.0287628,-0.0271606,-0.0693512,0.572918,0.00920582,0.0149045,-0.0162196,0.0126953,670.182,670,669.909,600,670,600,670.091,600
2022-10-20T10:46:47.418000,0.588196,1.02209,0.144226,0.428406,-0.18338,0,-0.054306,0,0.61198,0.0127127,0.0157812,-0.0140278,0.0133464,670.182,670,669.909,600,670,600,670,600.087
2022-10-20T10:46:47.420000,0.588196,0.864868,0.21637,0.499756,-0.146698,-0.0287628,-0.054306,-0.0462341,0.618488,0.00964403,0.014466,-0.0149045,0.0136719,670.091,670,670,600,669.909,600,670.091,600
2022-10-20T10:46:47.422000,0.672241,1.10071,0.0721436,0.571167,-0.0733643,0.0287628,0.0271606,-0.0231171,0.605469,0.00920582,0.0149045,-0.015343,0.0120442,669.909,670,670,600,670,600,670,600.087
