Time,[11_10:0],[11_10:1],[11_10:2],[11_10:3],[11_10:4],[11_10:5],[11_10:6],[11_10:7],[11_10:8],[11_10:9],[11_10:10],[11_10:11],[11_10:12],[11_10:13],[11_10:14],[11_10:15],[11_10:16],[11_10:17],[11_10:18],[11_10:19],[11_10:20]
2022-10-20T13:03:01.348000,-1.00836,-0.550354,-0.21637,-0.642578,-5.97809,-6.32755,-4.20912,-2.1732,0.631512,0.00920582,0.0140278,-0.0166581,0.0136719,670,670,670,600.087,669.909,600,670,600
2022-10-20T13:03:01.350000,-1.09235,-0.393127,-0.432739,-0.571167,-5.94141,-6.29878,-4.18198,-2.12697,0.605469,0.00920582,0.0170963,-0.015343,0.0130208,670,670,670,600,669.818,600,670.091,600.087
2022-10-20T13:03:01.352000,-1.17639,-0.471741,-0.360596,-0.642578,-5.90472,-6.32755,-4.23628,-2.19632,0.61198,0.00920582,0.0149045,-0.0162196,0.0130208,670,670.091,670,600,669.909,600.087,670.182,600
2022-10-20T13:03:01.354000,-1.26044,-0.471741,-0.288513,-0.85675,-6.05142,-6.32755,-4.20912,-2.15009,0.618488,0.00920582,0.0131509,-0.015343,0.0133464,670,670.091,670,600,670.182,600.174,670,599.913
2022-10-20T13:03:01.356000,-1.09235,-0.628967,-0.432739,-0.713989,-5.97809,-6.35631,-4.18198,-2.1732,0.61198,0.0105209,0.0149045,-0.0170963,0.0130208,670,670,670,600,670,600.087,670,600
2022-10-20T13:03:01.358000,-1.09235,-0.314514,-0.432739,-0.713989,-5.94141,-6.35631,-4.23628,-2.19632,0.605469,0.0100825,0.0166581,-0.0157812,0.0120442,670.091,670,670,600,670,599.913,670,600
2022-10-20T13:03:01.360000,-0.840271,-0.235901,-0.360596,-0.571167,-5.61133,-6.15498,-4.15482,-2.1732,0.651043,0.00964403,0.0170963,-0.0157812,0.0133464,670.091,670,670.091,600,670,600.174,670.273,600.087
2022-10-20T13:03:01.362000,-1.00836,-0.235901,-0.288513,-0.642578,-5.86804,-6.27002,-4.15482,-2.1732,0.585938,0.0100825,0.0162196,-0.0162196,0.0123699,670,670,670,600,670,600.087,670.182,600
2022-10-20T13:03:01.364000,-1.00836,-0.0786133,-0.288513,-0.642578,-5.90472,-6.27002,-4.15482,-2.12697,0.625,0.00876737,0.0166581,-0.0157812,0.0133464,670.091,670.182,670.091,600,670,600.087,669.909,600
2022-10-20T13:03:01.366000,-1.00836,0.157227,-0.144226,-0.713989,-5.86804,-6.21249,-4.18198,-2.15009,0.592449,0.0105209,0.014466,-0.0166581,0.0133464,670.182,670.091,670,600,670,600,670,600
2022-10-20T13:03:01.368000,-0.924316,-0.314514,-0.144226,-0.642578,-5.97809,-6.29878,-4.15482,-2.1732,0.605469,0.0118361,0.0166581,-0.0166581,0.0123699,670.091,670,670,600,670,600.087,670.091,600.174
2022-10-20T13:03:01.370000,-1.26044,-0.157227,-0.288513,-0.571167,-5.90472,-6.32755,-4.10051,-2.15009,0.644531,0.0105209,0.0113976,-0.0140278,0.0126953,670,670,670,600,670,600,670.182,600.174
2022-10-20T13:03:01.372000,-1.09235,-0.235901,-0.288513,-0.642578,-5.94141,-6.29878,-4.12766,-2.1732,0.598957,0.00876737,0.0135894,-0.015343,0.0133464,669.909,670,670,600,669.909,600.087,670.182,600
2022-10-20T13:03:01.374000,-1.17639,-0.393127,-0.144226,-0.713989,-5.94141,-6.29878,-4.20912,-2.15009,0.605469,0.0113976,0.0162196,-0.0162196,0.014323,670.091,670.091,670,600.087,670,600.087,670.091,599.913
2022-10-20T13:03:01.376000,-1.09235,-0.0786133,-0.360596,-0.642578,-5.90472,-6.32755,-4.15482,-2.15009,0.605469,0.00832891,0.014466,-0.0162196,0.0120442,670.182,670.182,670,600,670,600.087,670.182,600
2022-10-20T13:03:01.378000,-1.09235,-0.314514,-0.21637,-0.713989,-5.90472,-6.35631,-4.20912,-2.1732,0.625,0.00964403,0.0162196,-0.0140278,0.0123699,670.182,670,670,600,670,600.087,670.182,600.26
2022-10-20T13:03:01.380000,-1.00836,-0.314514,-0.288513,-0.7854,-5.94141,-6.27002,-4.26344,-2.12697,0.605469,0.0109591,0.0140278,-0.0157812,0.014323,670.091,670,670,600.087,670,600,670.091,600
2022-10-20T13:03:01.382000,-1.17639,-0.157227,-0.432739,-0.642578,-5.86804,-6.27002,-4.15482,-2.1732,0.61198,0.00964403,0.0127127,-0.0184114,0.0113933,670.273,670.091,670.091,600.087,670,600,670.091,600
2022-10-20T13:03:01.384000,-1.09235,-0.471741,-0.21637,-0.571167,-5.94141,-6.29878,-4.26344,-2.1732,0.631512,0.00964403,0.0135894,-0.0140278,0.0126953,670,670.182,670,600,670,600,670.091,600.087
2022-10-20T13:03:01.386000,-1.09235,-0.157227,-0.21637,-0.571167,-5.90472,-6.29878,-4.18198,-2.15009,0.618488,0.00832891,0.0135894,-0.0149045,0.0120442,670,670,670,600,670,600,670.091,600
2022-10-20T13:03:01.388000,-1.09235,-0.0786133,-0.360596,-0.642578,-5.90472,-6.29878,-4.18198,-2.19632,0.618488,0.00876737,0.0122743,-0.0175347,0.0126953,670,669.909,670,600,670,600.087,670.091,600
2022-10-20T13:03:01.390000,-1.09235,-0.0786133,-0.144226,-0.713989,-5.90472,-6.32755,-4.15482,-2.1732,0.598957,0.0109591,0.014466,-0.0166581,0.0126953,670.091,670.182,670.091,600,669.909,600,670,600
2022-10-20T13:03:01.392000,-1.09235,-0.235901,-0.360596,-0.642578,-5.90472,-6.27002,-4.23628,-2.21945,0.605469,0.0078907,0.0127127,-0.0157812,0.0130208,670,670.091,670.091,600,669.909,600,670,600
2022-10-20T13:03:01.394000,-1.26044,-0.235901,-0.288513,-0.642578,-5.94141,-6.24126,-4.18198,-2.15009,0.572918,0.0100825,0.0162196,-0.0175347,0.0130208,670,670,670,599.913,669.909,600,670.091,600
2022-10-20T13:03:01.396000,-1.09235,-0.157227,-0.288513,-0.7854,-5.94141,-6.29878,-4.12766,-2.12697,0.61198,0.00964403,0.0184114,-0.0170963,0.0146484,670,670,669.818,600,670,600,670.091,600
2022-10-20T13:03:01.398000,-1.09235,0,-0.360596,-0.642578,-6.01477,-6.32755,-4.18198,-2.15009,0.598957,0.0100825,0.0162196,-0.0157812,0.0126953,670,670.091,670,600.087,669.909,600,670.091,600
2022-10-20T13:03:01.400000,-1.09235,-0.314514,-0.360596,-0.642578,-5.94141,-6.32755,-4.20912,-2.19632,0.651043,0.0105209,0.014466,-0.0175347,0.0139973,670,670,670.091,599.913,669.909,600,670.091,600
2022-10-20T13:03:01.402000,-1.26044,-0.314514,-0.288513,-0.642578,-5.90472,-6.27002,-4.20912,-2.12697,0.605469,0.0105209,0.0118361,-0.0162196,0.0139973,670,670,670.091,599.913,670,600.087,670,600
2022-10-20T13:03:01.404000,-1.00836,-0.393127,-0.288513,-0.642578,-5.90472,-6.32755,-4.15482,-2.1732,0.618488,0.0113976,0.0140278,-0.0157812,0.0133464,670,670.091,670,600,670.091,600.087,670,600
2022-10-20T13:03:01.406000,-1.00836,-0.235901,-0.360596,-0.571167,-5.86804,-6.29878,-4.20912,-2.12697,0.605469,0.00920582,0.0135894,-0.0157812,0.0120442,670,670.091,670,600,670.091,600,670,600
2022-10-20T13:03:01.408000,-0.924316,-0.0786133,-0.144226,-0.713989,-5.90472,-6.29878,-4.18198,-2.15009,0.605469,0.00832891,0.0135894,-0.015343,0.0130208,670,670,670,600,669.818,600,670.091,600
2022-10-20T13:03:01.410000,-1.09235,-0.471741,-0.288513,-0.642578,-5.97809,-6.32755,-4.18198,-2.15009,0.644531,0.00964403,0.0135894,-0.0166581,0.0117188,670,670,670,600,669.909,600.087,670.182,600
2022-10-20T13:03:01.412000,-1.09235,-0.157227,-0.288513,-0.713989,-5.90472,-6.35631,-4.12766,-2.10385,0.572918,0.00832891,0.015343,-0.0162196,0.0136719,670.091,670,670,600,670.182,600.174,670.182,600
2022-10-20T13:03:01.414000,-1.09235,-0.550354,-0.21637,-0.713989,-6.01477,-6.32755,-4.23628,-2.1732,0.579426,0.0100825,0.0131509,-0.0157812,0.0130208,670,670,670,600,670,600.087,670,600
2022-10-20T13:03:01.416000,-1.09235,-0.628967,-0.288513,-0.642578,-5.94141,-6.35631,-4.20912,-2.10385,0.618488,0.00920582,0.0140278,-0.0162196,0.0120442,670,670,670,600,670,600,670,600
2022-10-20T13:03:01.418000,-1.17639,-0.235901,-0.21637,-0.713989,-5.94141,-6.27002,-4.23628,-2.15009,0.625,0.00920582,0.0131509,-0.0162196,0.0133464,670,670,670,600,670,600.174,670.182,600.087
2022-10-20T13:03:01.420000,-1.17639,-0.235901,-0.21637,-0.713989,-5.94141,-6.27002,-4.23628,-2.15009,0.625,0.00920582,0.0131509,-0.0162196,0.0133464,670,670,670,600,670,600.174,670.182,600.087
2022-10-20T13:03:01.422000,-1.09235,-0.471741,-0.360596,-0.642578,-5.90472,-6.29878,-4.15482,-2.19632,0.592449,0.00920582,0.0162196,-0.0157812,0.0126953,669.909,670,670,600,670,600,670.182,600
2022-10-20T13:03:01.424000,-0.924316,0,-0.21637,-0.7854,-5.94141,-6.29878,-4.20912,-2.15009,0.592449,0.0100825,0.0166581,-0.0166581,0.0130208,670.091,670.091,670,600,670,600,669.909,600
2022-10-20T13:03:01.426000,-1.17639,-0.393127,-0.288513,-0.642578,-6.01477,-6.32755,-4.23628,-2.15009,0.592449,0.00920582,0.0157812,-0.0170963,0.0123699,670.091,670,670,600,670,600,670.456,600.087
2022-10-20T13:03:01.428000,-1.09235,-0.235901,-0.288513,-0.713989,-5.90472,-6.32755,-4.12766,-2.15009,0.618488,0.0113976,0.0131509,-0.0157812,0.0136719,669.909,670,670,600,669.909,600,670,600.174
2022-10-20T13:03:01.430000,-1.09235,-0.314514,-0.288513,-0.642578,-5.90472,-6.29878,-4.20912,-2.12697,0.631512,0.00832891,0.0140278,-0.0170963,0.0126953,670,670,670,600,670,600,670,600.087
2022-10-20T13:03:01.432000,-1.00836,-0.235901,-0.288513,-0.7854,-5.97809,-6.35631,-4.18198,-2.12697,0.605469,0.0105209,0.0140278,-0.0162196,0.0123699,670,670,670,600,670,600,670.091,600
2022-10-20T13:03:01.434000,-1.17639,-0.393127,-0.360596,-0.571167,-5.90472,-6.35631,-4.20912,-2.15009,0.605469,0.00964403,0.0157812,-0.0175347,0.0120442,670.182,670.182,670,599.913,669.909,600,670.091,599.913
2022-10-20T13:03:01.436000,-1.00836,-0.314514,-0.288513,-0.642578,-5.94141,-6.32755,-4.20912,-2.15009,0.625,0.0100825,0.015343,-0.0149045,0.0130208,670.182,670,670,600,670,600.087,670.091,600.174
2022-10-20T13:03:01.438000,-1.26044,-0.471741,-0.360596,-0.713989,-5.97809,-6.29878,-4.18198,-2.12697,0.618488,0.0109591,0.014466,-0.0162196,0.0126953,669.909,670,670,600,670,600,670.182,600
2022-10-20T13:03:01.440000,-0.924316,0,-0.288513,-0.85675,-5.90472,-6.32755,-4.15482,-2.19632,0.585938,0.00964403,0.0157812,-0.0162196,0.0133464,669.818,670,670.091,600,669.909,600,670,600
2022-10-20T13:03:01.442000,-1.26044,-0.393127,-0.360596,-0.642578,-5.97809,-6.27002,-4.20912,-2.19632,0.625,0.00964403,0.014466,-0.0166581,0.0130208,670.091,670.091,670.091,600.087,669.909,600,670.091,600
2022-10-20T13:03:01.444000,-1.17639,-0.157227,-0.288513,-0.642578,-5.90472,-6.27002,-4.15482,-2.15009,0.618488,0.0105209,0.0131509,-0.0149045,0.0133464,670.091,670.182,670,599.913,669.909,600,670,600
2022-10-20T13:03:01.446000,-1.09235,-0.235901,-0.21637,-0.713989,-5.94141,-6.29878,-4.10051,-2.12697,0.61198,0.0078907,0.0131509,-0.0157812,0.0123699,670,670.091,670,599.913,670,600.087,670,600
2022-10-20T13:03:01.448000,-1.00836,-0.314514,-0.288513,-0.642578,-5.97809,-6.29878,-4.15482,-2.12697,0.592449,0.0100825,0.0162196,-0.0157812,0.0123699,670,670,669.909,600,670.091,600.087,670.091,599.913
2022-10-20T13:03:01.450000,-0.924316,0,-0.432739,-0.571167,-6.01477,-6.32755,-4.18198,-2.15009,0.618488,0.0100825,0.0149045,-0.015343,0.0133464,670,669.909,670,600,670,600,670.091,600
2022-10-20T13:03:01.452000,-1.09235,-0.157227,-0.360596,-0.713989,-5.83139,-6.32755,-4.20912,-2.15009,0.585938,0.00745225,0.0140278,-0.0157812,0.0123699,670,670,670.091,600,670,600,670.091,600
2022-10-20T13:03:01.454000,-1.09235,-0.393127,-0.360596,-0.713989,-5.97809,-6.27002,-4.23628,-2.1732,0.605469,0.00964403,0.015343,-0.0157812,0.0123699,670,670,670.182,600,669.909,600,670.091,600
2022-10-20T13:03:01.456000,-1.09235,-0.393127,-0.432739,-0.642578,-5.94141,-6.38507,-4.15482,-2.21945,0.61198,0.0113976,0.015343,-0.014466,0.0123699,670,670,670.091,599.826,669.909,600.087,670.091,600
2022-10-20T13:03:01.458000,-1.17639,0,-0.432739,-0.7854,-5.94141,-6.32755,-4.20912,-2.1732,0.625,0.00920582,0.0131509,-0.0162196,0.0130208,670.091,670,669.909,600,670,600.087,670,599.913
2022-10-20T13:03:01.460000,-1.09235,0,-0.360596,-0.85675,-6.01477,-6.32755,-4.18198,-2.21945,0.592449,0.00876737,0.0162196,-0.0166581,0.0123699,670,670.091,670,600.087,670.091,600,670.091,600
2022-10-20T13:03:01.462000,-1.26044,-0.314514,-0.288513,-0.713989,-5.90472,-6.38507,-4.15482,-2.15009,0.618488,0.0109591,0.0122743,-0.0162196,0.0139973,670,670,670,600.087,669.818,599.913,670.091,600
2022-10-20T13:03:01.464000,-1.09235,-0.235901,-0.21637,-0.713989,-5.90472,-6.29878,-4.18198,-2.10385,0.592449,0.0105209,0.0157812,-0.0162196,0.0126953,670,670.091,670,599.826,669.909,600.087,670.091,600
2022-10-20T13:03:01.466000,-1.00836,-0.314514,-0.288513,-0.642578,-5.94141,-6.32755,-4.15482,-2.15009,0.631512,0.00876737,0.0135894,-0.0149045,0.0136719,670,670,670,599.913,670.091,600.087,670.091,600
2022-10-20T13:03:01.468000,-1.26044,-0.157227,-0.288513,-0.642578,-5.86804,-6.32755,-4.20912,-2.15009,0.61198,0.0109591,0.0127127,-0.015343,0.0130208,670,670,670,600,670.091,600,670,600
2022-10-20T13:03:01.470000,-1.09235,-0.157227,-0.288513,-0.642578,-5.90472,-6.32755,-4.23628,-2.15009,0.625,0.0105209,0.0149045,-0.0162196,0.0136719,670,670.091,670.091,600,670,600,670,600
2022-10-20T13:03:01.472000,-1.09235,-0.314514,-0.288513,-0.642578,-5.94141,-6.29878,-4.18198,-2.19632,0.605469,0.00876737,0.0122743,-0.0162196,0.0136719,670.091,670,670,600,669.818,600,670.091,600
2022-10-20T13:03:01.474000,-0.840271,0,-0.432739,-0.7854,-5.94141,-6.35631,-4.15482,-2.1732,0.592449,0.0113976,0.0157812,-0.0157812,0.0123699,670,670,670,600,670.091,600.087,670.091,600.087
2022-10-20T13:03:01.476000,-1.17639,0.157227,-0.432739,-0.7854,-5.90472,-6.35631,-4.23628,-2.19632,0.585938,0.0100825,0.0135894,-0.015343,0.0136719,670,670,670,600,670,600.174,670,600
2022-10-20T13:03:01.478000,-1.26044,-0.157227,-0.360596,-0.713989,-5.90472,-6.29878,-4.18198,-2.1732,0.61198,0.0105209,0.0157812,-0.0170963,0.0130208,670,670,670,600,669.909,600,669.909,599.913
2022-10-20T13:03:01.480000,-1.26044,-0.157227,-0.288513,-0.7854,-5.94141,-6.21249,-4.15482,-2.21945,0.605469,0.00920582,0.0170963,-0.014466,0.0120442,670.091,670,670,600,670,599.913,670,600
2022-10-20T13:03:01.482000,-1.34442,-0.157227,-0.288513,-0.713989,-5.94141,-6.32755,-4.18198,-2.10385,0.631512,0.00832891,0.0135894,-0.0157812,0.0130208,670.091,670,670,600,670,599.913,670.091,600.087
2022-10-20T13:03:01.484000,-1.17639,-0.0786133,-0.360596,-0.571167,-5.97809,-6.35631,-4.18198,-2.1732,0.585938,0.0105209,0.0122743,-0.015343,0.0133464,670,670,670,600,670.091,600.087,670.091,600
2022-10-20T13:03:01.486000,-1.26044,-0.0786133,-0.360596,-0.7854,-5.90472,-6.32755,-4.15482,-2.12697,0.625,0.0109591,0.0140278,-0.0157812,0.0126953,670,670.091,670,600,669.909,600,670.091,599.913
2022-10-20T13:03:01.488000,-1.00836,-0.157227,-0.21637,-0.642578,-5.90472,-6.27002,-4.26344,-2.12697,0.592449,0.0105209,0.0157812,-0.015343,0.0120442,670.091,670.091,670,600,670,600.087,669.909,599.913
2022-10-20T13:03:01.490000,-1.09235,-0.235901,-0.360596,-0.642578,-5.90472,-6.29878,-4.18198,-2.1732,0.618488,0.00964403,0.015343,-0.015343,0.0126953,670,670,670,600,670,600.087,670,600
2022-10-20T13:03:01.492000,-1.17639,-0.314514,-0.360596,-0.642578,-5.90472,-6.32755,-4.23628,-2.12697,0.61198,0.0100825,0.014466,-0.0157812,0.0123699,670,669.909,670,600,670,600,670.091,600.087
2022-10-20T13:03:01.494000,-1.34442,-0.157227,-0.288513,-0.713989,-5.97809,-6.29878,-4.23628,-2.15009,0.605469,0.00964403,0.014466,-0.0184114,0.0130208,669.909,670,670,600,669.909,600.087,670.091,600
2022-10-20T13:03:01.496000,-1.26044,-0.393127,-0.360596,-0.642578,-5.94141,-6.32755,-4.18198,-2.19632,0.572918,0.0109591,0.014466,-0.014466,0.0120442,670,670.091,670,600,670,600.087,670.091,599.826
2022-10-20T13:03:01.498000,-1.17639,-0.235901,-0.288513,-0.85675,-5.97809,-6.29878,-4.20912,-2.1732,0.585938,0.00920582,0.0135894,-0.0149045,0.0123699,670.091,670,669.909,600,670,600,670.091,600.347
2022-10-20T13:03:01.500000,-1.26044,-0.550354,-0.288513,-0.642578,-6.01477,-6.27002,-4.20912,-2.1732,0.63802,0.0100825,0.0131509,-0.0149045,0.0120442,670,670,669.909,600,670,600,670,600.087
2022-10-20T13:03:01.502000,-1.26044,-0.157227,-0.360596,-0.713989,-5.97809,-6.18373,-4.18198,-2.15009,0.592449,0.0100825,0.0175347,-0.0162196,0.0126953,669.909,670,670,600,670,600,670,600
2022-10-20T13:03:01.504000,-1.26044,-0.157227,-0.360596,-0.713989,-5.97809,-6.18373,-4.18198,-2.15009,0.592449,0.0100825,0.0175347,-0.0162196,0.0126953,669.909,670,670,600,670,600,670,600
2022-10-20T13:03:01.506000,-1.09235,-0.393127,-0.288513,-0.642578,-5.97809,-6.24126,-4.18198,-2.15009,0.605469,0.00832891,0.0131509,-0.015343,0.0136719,670.091,670.182,670,600,669.818,600,670.091,600
2022-10-20T13:03:01.508000,-1.09235,-0.393127,-0.288513,-0.642578,-5.97809,-6.24126,-4.18198,-2.15009,0.605469,0.00832891,0.0131509,-0.015343,0.0136719,670.091,670.182,670,600,669.818,600,670.091,600
2022-10-20T13:03:01.510000,-1.17639,-0.471741,-0.288513,-0.7854,-5.90472,-6.29878,-4.18198,-2.12697,0.61198,0.00964403,0.0175347,-0.0162196,0.0126953,670.091,670,670,600,670,600,670,600
2022-10-20T13:03:01.512000,-0.924316,-0.314514,-0.288513,-0.713989,-5.90472,-6.27002,-4.20912,-2.15009,0.61198,0.0100825,0.0135894,-0.0140278,0.0136719,670,670,670.091,600.087,670,600,670.091,600
2022-10-20T13:03:01.514000,-1.09235,-0.393127,-0.288513,-0.642578,-5.94141,-6.32755,-4.18198,-2.1732,0.592449,0.00920582,0.015343,-0.0166581,0.0120442,670,670.273,670.182,600.087,669.909,600,670,600
2022-10-20T13:03:01.516000,-1.00836,-0.0786133,-0.360596,-0.7854,-5.94141,-6.32755,-4.20912,-2.10385,0.605469,0.00876737,0.014466,-0.0166581,0.0130208,670,670.091,670.091,599.913,669.909,600.087,670,600
2022-10-20T13:03:01.518000,-1.00836,-0.235901,-0.144226,-0.85675,-5.94141,-6.29878,-4.23628,-2.1732,0.553387,0.00832891,0.0140278,-0.0175347,0.0133464,670.091,670.091,670,600,669.909,600.087,670.091,600
2022-10-20T13:03:01.520000,-1.09235,-0.393127,-0.360596,-0.713989,-6.01477,-6.32755,-4.23628,-2.1732,0.625,0.0105209,0.0149045,-0.0162196,0.0130208,670.091,670,669.909,600,670,600.087,670,600.087
2022-10-20T13:03:01.522000,-1.26044,-0.314514,-0.360596,-0.642578,-5.90472,-6.29878,-4.20912,-2.19632,0.63802,0.0100825,0.0166581,-0.015343,0.0123699,670,670.091,670.182,600.174,670,600,670,600
2022-10-20T13:03:01.524000,-1.17639,-0.393127,-0.144226,-0.713989,-5.94141,-6.27002,-4.18198,-2.10385,0.651043,0.00964403,0.0157812,-0.0179732,0.0133464,670,670,670.091,599.913,669.909,600,670.091,600
2022-10-20T13:03:01.526000,-1.17639,-0.235901,-0.360596,-0.499756,-5.94141,-6.29878,-4.18198,-2.15009,0.585938,0.0109591,0.0170963,-0.015343,0.0126953,670,670,670,599.826,669.909,600,670.091,600
2022-10-20T13:03:01.528000,-1.00836,-0.235901,-0.288513,-0.713989,-5.94141,-6.32755,-4.15482,-2.15009,0.618488,0.0109591,0.0131509,-0.0149045,0.0130208,670.091,670,670.091,600,670,600.087,670.091,600
2022-10-20T13:03:01.530000,-1.09235,-0.550354,-0.21637,-0.713989,-5.94141,-6.29878,-4.23628,-2.10385,0.61198,0.0100825,0.0135894,-0.015343,0.0117188,670.091,670.091,670,600.087,670.091,600.087,670,600
2022-10-20T13:03:01.532000,-1.17639,-0.314514,-0.360596,-0.713989,-6.01477,-6.32755,-4.15482,-2.1732,0.592449,0.0100825,0.0131509,-0.0170963,0.0130208,670,670.091,670.091,600,670.091,600,670,600
2022-10-20T13:03:01.534000,-1.00836,-0.314514,-0.504883,-0.642578,-6.05142,-6.35631,-4.20912,-2.19632,0.566406,0.00964403,0.0157812,-0.0175347,0.0117188,670,670,670,600,669.909,600,670,600
2022-10-20T13:03:01.536000,-1.09235,-0.314514,-0.360596,-0.7854,-5.90472,-6.29878,-4.20912,-2.12697,0.61198,0.00920582,0.0157812,-0.0166581,0.0113933,670,670,670,600,669.909,600,670.091,600
2022-10-20T13:03:01.538000,-1.09235,-0.314514,-0.360596,-0.7854,-6.01477,-6.29878,-4.20912,-2.15009,0.559895,0.0105209,0.0113976,-0.0157812,0.0130208,670,670,670,600,669.818,600.087,670.091,600
2022-10-20T13:03:01.540000,-1.00836,-0.235901,-0.432739,-0.713989,-5.94141,-6.32755,-4.20912,-2.19632,0.625,0.00920582,0.0170963,-0.015343,0.0130208,670,670.091,670,600,670,600.174,670.091,600
2022-10-20T13:03:01.542000,-1.09235,-0.471741,-0.288513,-0.7854,-6.01477,-6.29878,-4.23628,-2.12697,0.618488,0.00964403,0.0131509,-0.0166581,0.0126953,670,670.091,670,600,670,600,670,600
2022-10-20T13:03:01.544000,-0.924316,-0.157227,-0.360596,-0.713989,-5.97809,-6.27002,-4.15482,-2.12697,0.605469,0.00964403,0.015343,-0.0175347,0.0126953,670,670,670,600,670,600,670.091,600
2022-10-20T13:03:01.546000,-1.09235,-0.550354,-0.360596,-0.713989,-5.94141,-6.32755,-4.20912,-2.12697,0.618488,0.0078907,0.0140278,-0.0166581,0.0130208,670,670,670,600,670,600.26,670.182,600.087
2022-10-20T13:03:01.548000,-1.17639,-0.314514,-0.21637,-0.713989,-5.94141,-6.32755,-4.18198,-2.15009,0.566406,0.00876737,0.0162196,-0.0157812,0.0136719,669.909,670,670,600,670,600.087,670.182,600
2022-10-20T13:03:01.550000,-1.17639,-0.393127,-0.21637,-0.642578,-5.90472,-6.29878,-4.20912,-2.1732,0.598957,0.00876737,0.0118361,-0.0179732,0.0136719,670,670,670,600,669.909,600,670,599.913
2022-10-20T13:03:01.552000,-1.26044,-0.393127,-0.288513,-0.713989,-5.90472,-6.35631,-4.15482,-2.12697,0.631512,0.0105209,0.0131509,-0.0157812,0.0123699,670.091,670,670,600,670,600,669.909,600
2022-10-20T13:03:01.554000,-1.26044,-0.393127,-0.288513,-0.713989,-5.94141,-6.29878,-4.12766,-2.19632,0.618488,0.0109591,0.0140278,-0.0166581,0.014323,670.091,670,670,600,670,600.087,669.909,600.087
2022-10-20T13:03:01.556000,-1.09235,-0.314514,-0.360596,-0.713989,-6.01477,-6.32755,-4.23628,-2.19632,0.61198,0.0105209,0.0162196,-0.015343,0.0126953,670.091,670,670,600,670,600,670.365,600.087
2022-10-20T13:03:01.558000,-0.756226,-0.0786133,-0.432739,-0.85675,-6.01477,-6.38507,-4.18198,-2.19632,0.585938,0.0109591,0.015343,-0.0149045,0.0130208,670,670,670,600,670,600,670.091,600.174
2022-10-20T13:03:01.560000,-1.26044,-0.471741,-0.288513,-0.7854,-5.94141,-6.35631,-4.20912,-2.19632,0.585938,0.00964403,0.015343,-0.0162196,0.0130208,670,670,670,600,670,600,670.091,600.087
