Time,[12_10:0],[12_10:1],[12_10:2],[12_10:3],[12_10:4],[12_10:5],[12_10:6],[12_10:7],[12_10:8],[12_10:9],[12_10:10],[12_10:11],[12_10:12],[12_10:13],[12_10:14],[12_10:15],[12_10:16],[12_10:17],[12_10:18],[12_10:19],[12_10:20]
time,Walzkraft  DUO-Walzwerk VL,Walzkraft  DUO-Walzwerk VR,Walzkraft  DUO-Walzwerk HL,Walzkraft  DUO-Walzwerk HR,Walzkraft Walzgerüst 1,Walzkraft Walzgerüst 2,Walzkraft Walzgerüst 3,Walzkraft Walzgerüst 4,Moment DUO-Walzwerk,Moment Walzgerüst 1,Moment Walzgerüst 2,Moment Walzgerüst 3,Moment Walzgerüst 4,Temperatur 1 (Rollgang),Temperatur 2 (Duo Austritt),Temperatur 3 (Duo Anstich),Temperatur 4 (vor G1),Temperatur 5 (vor G2),Temperatur 6 (vor G3),Temperatur 7 (vor G4),Temperatur 8 (nach G4)
sec,kN,kN,kN,kN,kN,kN,kN,kN,kNm,kNm,kNm,kNm,kNm,°C,°C,°C,°C,°C,°C,°C,°C
2022-10-20T13:03:56.446000,-0.252075,0.786255,0.144226,-0.356995,-6.01477,-6.35631,-4.23628,-2.1732,0.625,0.0109591,0.0135894,-0.0170963,0.0130208,670,670.091,669.909,599.913,670,600.087,670.091,600
2022-10-20T13:03:56.448000,-0.16803,1.02209,0,-0.285583,-6.01477,-6.32755,-4.23628,-2.19632,0.625,0.00920582,0.0135894,-0.0166581,0.0123699,670,669.909,669.909,600.087,670,600,670,600
2022-10-20T13:03:56.450000,-0.16803,0.943481,0,-0.356995,-5.97809,-6.38507,-4.23628,-2.19632,0.566406,0.0105209,0.0135894,-0.015343,0.0133464,670,670.182,670.091,600.087,669.909,600,670,600
2022-10-20T13:03:56.452000,-0.252075,0.550354,0.0721436,-0.356995,-6.05142,-6.35631,-4.2906,-2.1732,0.625,0.00964403,0.0140278,-0.0162196,0.0126953,670.091,670.091,670.091,600,669.909,600,670,600
2022-10-20T13:03:56.454000,-0.16803,0.786255,-0.0721436,-0.356995,-5.97809,-6.38507,-4.23628,-2.1732,0.566406,0.00964403,0.0157812,-0.0162196,0.0117188,670,670,670,600,669.909,600,670,600
2022-10-20T13:03:56.456000,-0.16803,0.786255,0,-0.356995,-6.01477,-6.38507,-4.23628,-2.24257,0.592449,0.0100825,0.0135894,-0.0170963,0.0126953,670.091,670,670,599.913,669.909,600,670.091,600.087
2022-10-20T13:03:56.458000,-0.252075,0.943481,0,-0.428406,-6.01477,-6.32755,-4.26344,-2.21945,0.63802,0.00964403,0.0149045,-0.0166581,0.0117188,670,670.091,669.909,600,669.909,600.087,670,600
2022-10-20T13:03:56.460000,-0.16803,0.786255,0,-0.356995,-6.05142,-6.38507,-4.20912,-2.21945,0.631512,0.0105209,0.0122743,-0.015343,0.0130208,670,670,670,600.087,670.091,600.087,670,600
